Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,CEBR3.SA,CEBR5.SA,CEBR6.SA,COCE5.SA,CSMG3.SA,ENEV3.SA,ENMT3.SA,LOGN3.SA,REDE3.SA,SAPR11.SA,SAPR3.SA,SAPR4.SA,SBSP3.SA,CEBR3.SA,CEBR5.SA,CEBR6.SA,COCE5.SA,CSMG3.SA,ENEV3.SA,ENMT3.SA,LOGN3.SA,REDE3.SA,SAPR11.SA,SAPR3.SA,SAPR4.SA,SBSP3.SA,CEBR3.SA,CEBR5.SA,CEBR6.SA,COCE5.SA,CSMG3.SA,ENEV3.SA,ENMT3.SA,LOGN3.SA,REDE3.SA,SAPR11.SA,SAPR3.SA,SAPR4.SA,SBSP3.SA,CEBR3.SA,CEBR5.SA,CEBR6.SA,COCE5.SA,CSMG3.SA,ENEV3.SA,ENMT3.SA,LOGN3.SA,REDE3.SA,SAPR11.SA,SAPR3.SA,SAPR4.SA,SBSP3.SA,CEBR3.SA,CEBR5.SA,CEBR6.SA,COCE5.SA,CSMG3.SA,ENEV3.SA,ENMT3.SA,LOGN3.SA,REDE3.SA,SAPR11.SA,SAPR3.SA,SAPR4.SA,SBSP3.SA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-14,3.5520215034484863,3.834322214126587,3.0304951667785645,53.07389450073242,13.031832695007324,11.452500343322754,23.727752685546875,25.700000762939453,5.953734874725342,24.709440231323242,5.2070841789245605,4.86237096786499,54.89898681640625,3.552646703925536,3.834322214126587,3.030495166778565,53.15701918441943,13.058750274879698,11.460000038146973,23.727752685546875,25.889999389648438,5.953734874725342,24.828497856110307,5.298082052280391,4.906889430005836,55.18599317631755,3.5520215034484863,3.813451188309162,3.030495166778565,52.359041246318895,12.810726124932943,11.302499771118164,23.727752685546875,23.6299991607666,5.913866193900484,24.525893414596233,5.128725391257221,4.857424511382505,53.82271125604601,3.552646703925536,3.813451188309162,3.030495166778565,53.03233374433015,12.91070523581951,11.375,23.727752685546875,24.0,5.913866193900484,24.791292880593915,5.229833737661511,4.8994695683828695,53.82271125604601,5500,2000,1000,16300,1840200,5492000,0,2446900,6021,453600,81300,1768800,3278200
2020-01-15,3.6576879024505615,3.834322214126587,3.2821249961853027,53.19857406616211,13.162571907043457,11.625,23.727752685546875,25.3799991607666,5.980315208435059,24.68215560913086,5.406772613525391,4.822800159454346,54.620948791503906,3.6576879024505615,3.834322214126587,3.2821249961853027,53.398066943216236,13.162571907043455,11.77750015258789,23.727752685546875,26.459999084472656,5.980315208435059,24.900429336930944,5.406772613525391,4.894523255034598,55.32949378507899,3.6576879024505615,3.834322214126587,3.199524837927659,51.951732486486435,12.970304930872222,11.460000038146973,23.727752685546875,25.0,5.913867812853763,24.64743153359795,5.232360582069996,4.822800159454346,54.558166367027454,3.6576879024505615,3.834322214126587,3.199524837927659,52.541903406521214,12.9895323986002,11.494999885559082,23.727752685546875,25.709999084472656,5.953736504592891,24.803694131332485,5.287969796050705,4.864844513126452,54.98867588688838,11000,0,43500,23800,1866300,6929200,0,1964500,22179,495900,158100,2341200,2496600
2020-01-16,3.876523733139038,4.293487071990967,3.4987449645996094,52.367347717285156,13.32215404510498,11.704999923706055,23.727752685546875,24.889999389648438,5.980315208435059,24.858261108398438,5.447216033935547,4.86237096786499,54.30703353881836,3.876523733139038,4.293487071990967,3.498744964599609,52.990768523443315,13.322154045104982,11.8149995803833,23.727752685546875,25.889999389648438,5.980315208435059,25.01452369698736,5.459854755688447,4.9093621275493655,54.99764363314653,3.6258001599878984,4.293487071990967,3.498744964599609,50.70489223419674,13.1260420026903,11.567500114440918,23.727752685546875,24.25,5.980315208435059,24.65486995017569,5.30566401362582,4.845058900874004,53.82270904335929,3.6258001599878984,4.293487071990967,3.498744964599609,52.98245764121604,13.129887056422751,11.677499771118164,23.727752685546875,25.40999984741211,5.980315208435059,24.823537034897832,5.409300591860652,4.850004649759539,54.83620213466018,13000,500,4000,112900,2244000,4361600,0,1481100,8028,691500,144600,2322300,1895400
2020-01-17,4.376095294952393,4.472382068634033,3.828598737716675,52.90764617919922,13.341382026672363,11.550000190734863,23.73566436767578,24.520000457763672,6.046762466430664,25.150943756103516,5.624155044555664,4.8673176765441895,53.948280334472656,4.376095294952393,4.710909169163794,3.828598737716675,52.90764617919922,13.424056742785433,11.75,23.73566436767578,24.93000030517578,6.046762466430664,25.150943756103516,5.732847028297088,4.929148204385353,54.692702022379706,3.939048565134267,4.293486672150115,3.828051756547348,51.993293775461275,13.299083130026872,11.487500190734863,23.727752434108456,24.15999984741211,5.973669139975575,24.833456793256897,5.361273780548065,4.748602723442626,53.74199130266964,3.939048565134267,4.293486672150115,3.828598737716675,52.53359306725561,13.32407873270544,11.710000038146973,23.727752434108456,24.920000076293945,5.973669139975575,24.925230191044914,5.429521714090455,4.9044162762876615,54.39672820617605,18500,6500,5000,34100,1611300,4791200,1003,1134900,4516,718500,188100,3054600,2124600
2020-01-20,4.501769542694092,4.472382068634033,3.828598737716675,51.910179138183594,13.466355323791504,11.510000228881836,23.73566436767578,25.299999237060547,6.093276023864746,25.059171676635742,5.657016277313232,4.84011173248291,54.08281326293945,4.501769542694092,4.472382068634033,3.828598737716675,52.300854066000795,13.466355323791504,11.654999732971191,23.73566436767578,25.440000534057617,6.093276023864746,25.27992345505423,5.7176812730605215,4.9093617643155625,54.74651762607623,4.501769542694092,4.472382068634033,3.828598737716675,51.53612597675643,13.227944366612853,11.425000190734863,23.73566436767578,24.270000457763672,5.847418610711353,24.987242629520253,5.548324284211493,4.8277454152924175,53.83168354675105,4.501769542694092,4.472382068634033,3.828598737716675,52.29254318280577,13.339458636829379,11.619999885559082,23.73566436767578,24.520000457763672,5.847418610711353,25.06413347515026,5.621628001535416,4.87473727909691,54.08281326293945,5500,0,16000,24300,983700,7359600,0,945100,14050,375900,76200,1572900,1860200
2020-01-21,4.501769542694092,4.472382068634033,3.828598737716675,51.86029815673828,13.343302726745605,11.632499694824219,23.727752685546875,24.549999237060547,6.1132121086120605,25.317129135131836,5.927480697631836,4.837639808654785,54.109718322753906,4.501769542694092,4.472382068634033,3.828598737716675,52.18447646778134,13.464430163569535,11.770000457763672,23.727752685546875,25.549999237060547,6.1132121086120605,25.42626314624477,5.927480697631836,4.9093629083603325,54.59403939244064,4.501769542694092,4.472382068634033,3.828598737716675,51.32831291083354,13.272164286056153,11.442500114440918,23.727752685546875,24.15999984741211,5.860709325998676,25.00212024280583,5.657016113550681,4.817853625779469,53.813741104414575,4.501769542694092,4.472382068634033,3.828598737716675,51.86029815673828,13.464430163569535,11.574999809265137,23.727752685546875,25.149999618530273,6.079988091740609,25.175746274947347,5.657016113550681,4.850005421129978,53.885494401485516,0,0,0,89200,1654800,9031600,100,1298900,11039,1053600,210300,2595900,2711200
2020-01-22,4.489265441894531,4.472382068634033,3.9872348308563232,52.78296661376953,13.495198249816895,11.78499984741211,23.727752685546875,24.0,6.1132121086120605,25.369218826293945,5.750540733337402,4.924201965332031,54.76445388793945,4.489265441894531,4.472382068634033,3.9872348308563232,52.78296661376953,13.495198249816893,11.869999885559082,23.727752685546875,24.899999618530273,6.1132121086120605,25.50315900076571,5.94264653433055,4.924201965332031,55.14114844802647,4.489265441894531,4.472382068634033,3.986687849676423,51.760556774827606,13.279859763824359,11.515000343322754,23.34007096629083,23.600000381469727,6.0733434155614985,25.158387806103296,5.720208238443748,4.8450593616820505,54.21734695138728,4.489265441894531,4.472382068634033,3.986687849676423,52.37566358644348,13.368302631325282,11.7524995803833,23.34007096629083,24.899999618530273,6.1132121086120605,25.158387806103296,5.836482440610896,4.8475320594607565,54.54919740975712,1000,0,4500,60300,1900200,6825200,602,1449400,2709,595200,153000,2313000,2128100
2020-01-23,4.5011444091796875,4.472382068634033,3.987781286239624,52.78296661376953,13.593249320983887,11.767499923706055,23.7198429107666,24.479999542236328,6.153079509735107,26.1951847076416,5.859233379364014,5.013237953186035,56.172576904296875,4.5011444091796875,4.472382068634033,3.9877812862396236,52.949212812083886,13.635548211691445,11.782500267028809,23.7198429107666,24.479999542236328,6.153079509735107,26.2447913431937,6.063977949151884,5.055283009227838,56.253297651645155,4.5011444091796875,4.472382068634033,3.9872343051318437,52.53359890173924,13.285623025216946,11.600000381469727,23.7198429107666,23.149999618530273,5.648075322493024,25.602374626274525,5.8137346262547025,4.91183577450613,53.90342852723325,4.5011444091796875,4.472382068634033,3.9872343051318437,52.89933800132483,13.460585618454195,11.782500267028809,23.7198429107666,23.950000762939453,6.106566150271584,25.72143225473422,5.922426634403754,4.943987564010039,54.32497058798376,2000,0,26500,12000,1701000,5156000,200,1978600,23885,939000,155100,3035700,3444900
2020-01-24,4.5011444091796875,4.472382068634033,3.987781286239624,53.03232955932617,13.597097396850586,11.582500457763672,24.558502197265625,24.15999984741211,6.1730146408081055,26.3514461517334,6.069033145904541,5.060229778289795,56.02907943725586,4.5011444091796875,4.472382068634033,3.9877812862396236,53.03232955932617,13.65093145614044,11.9375,24.558502197265625,24.799999237060547,6.1730146408081055,26.438257760124692,6.187835615096085,5.060229778289795,56.82731611930022,4.50051920870135,4.472382068634033,3.9877812862396236,52.66659049261271,13.475968838170923,11.505000114440918,23.727753673770497,23.709999084472656,6.106567245079748,26.026516458356323,6.015951091570131,4.988505630813883,55.455066696072755,4.50051920870135,4.472382068634033,3.9877812862396236,52.832836675985085,13.574024871327387,11.779999732971191,23.727753673770497,24.200000762939453,6.153080612882362,26.438257760124692,6.069033145904541,5.015711671324006,56.29814748201221,7000,500,0,34200,1789200,5057600,200,1215000,3512,425700,147600,1460700,1549900
2020-01-27,4.499894618988037,4.472382068634033,3.829146146774292,52.774654388427734,13.266397476196289,11.369999885559082,24.558502197265625,23.459999084472656,6.1730146408081055,25.845449447631836,5.869344711303711,4.951407432556152,55.23084259033203,4.499894618988037,4.472382068634033,3.829146146774292,52.774654388427734,13.770135841668653,11.5,24.558502197265625,23.850000381469727,6.1730146408081055,26.23982727557795,6.167614683539972,5.045390457513806,55.39228067959525,4.499894618988037,4.472382068634033,3.829146146774292,51.13713460863776,13.212562321032634,11.077500343322754,24.558502197265625,22.610000610351562,6.166369964832858,25.572607298569093,5.869344711303711,4.926675150672156,54.459511688650196,4.499894618988037,4.472382068634033,3.829146146774292,52.217730113872385,13.647085315761418,11.5,24.558502197265625,23.239999771118164,6.1730146408081055,26.13317131522752,6.061450562227162,4.995925539947346,55.15012183500752,2500,0,500,20500,2503500,3683600,100,1955800,5720,681300,129600,2167200,1740900
2020-01-28,4.499894618988037,4.710909843444824,3.899711847305298,52.61671447753906,13.727838516235352,11.522500038146973,24.558502197265625,24.700000762939453,6.1730146408081055,25.862810134887695,5.725264072418213,5.072595596313477,57.84977340698242,4.499894618988037,4.710909843444824,4.102109504674376,52.61671447753906,13.727838516235352,11.550000190734863,24.558502197265625,25.149999618530273,6.1730146408081055,25.95706443767542,5.932535761314221,5.072595596313477,58.16368553753583,4.499894618988037,4.704946530013503,3.883848087809312,52.2925361713957,13.266398991381187,11.25,24.558502197265625,23.299999237060547,6.139791260931866,25.349374687396637,5.669653774713346,4.820325959369744,54.95280066864089,4.499894618988037,4.704946530013503,3.883848087809312,52.40059666373754,13.266398991381187,11.25,24.558502197265625,23.549999237060547,6.1730146408081055,25.547804051539863,5.909786570715143,4.946460777841611,55.42815430101766,4000,2500,3000,12200,3075000,4440800,0,3126900,1706,502200,138300,2250300,4262700
2020-01-29,4.495517730712891,4.710909843444824,3.9002585411071777,53.07389450073242,13.76052474975586,11.27750015258789,24.558502197265625,24.0,6.1730146408081055,25.90497589111328,5.6620707511901855,4.978612899780273,55.96629333496094,4.495517730712891,4.710909843444824,3.9002585411071777,53.07389450073242,13.95855990760698,11.675000190734863,24.558502197265625,25.399999618530273,6.1730146408081055,26.22494376047597,5.9022031821851755,5.119587077195926,57.8766787223397,4.495517730712891,4.710909843444824,3.9002585411071777,52.15123429342506,13.541340142027904,11.194999694824219,24.558502197265625,24.0,6.13314594898074,25.753675103576064,5.6620707511901855,4.97366608982335,55.82279015908199,4.495517730712891,4.710909843444824,3.9002585411071777,52.30085238229676,13.781674199632697,11.574999809265137,24.558502197265625,25.06999969482422,6.1730146408081055,26.205102244118514,5.854176912941294,5.107220759900522,57.8766787223397,1000,0,10000,13200,1645200,5402800,100,1629000,1706,443100,74100,1486500,2436800
2020-01-30,4.495517730712891,4.889804363250732,3.9002585411071777,51.80211639404297,13.400984764099121,11.119999885559082,25.428808212280273,23.510000228881836,6.212881565093994,25.451074600219727,5.571073055267334,4.941514492034912,55.86763381958008,4.495517730712891,4.889804363250732,3.9002585411071777,53.065583034249194,13.65093087913707,11.25,25.428808212280273,23.549999237060547,6.246105571494007,25.485798678458952,5.748013335991959,4.990978701726485,55.86763381958008,4.495517730712891,4.889804363250732,3.9002585411071777,51.49456299498931,13.14527051792418,10.832500457763672,25.428808212280273,22.299999237060547,5.920510817554441,24.927715495718978,5.348634754358792,4.832692098558361,53.45498220356768,4.495517730712891,4.889804363250732,3.9002585411071777,52.88271190303124,13.65093087913707,11.102499961853027,25.428808212280273,23.459999084472656,6.173012884609118,25.446112801089328,5.6620709035945165,4.94646059458545,55.40124764630402,0,500,1000,41500,2440500,4896800,100,3211000,43957,1471200,127200,2314500,2892200
2020-01-31,4.563668727874756,4.889804363250732,3.9002585411071777,51.868614196777344,12.958773612976074,10.932499885559082,25.428808212280273,22.709999084472656,6.192948818206787,25.158388137817383,5.5609636306762695,4.929147720336914,54.710636138916016,4.563668727874756,4.889804363250732,3.9002585411071777,52.13460682991919,13.329849469586481,11.15250015258789,25.428808212280273,23.719999313354492,6.246106857808683,25.289847414762317,5.5609636306762695,4.96871901368635,55.27568137178128,4.563668727874756,4.889804363250732,3.9002585411071777,51.536121819908885,12.943393393180783,10.895000457763672,25.428808212280273,22.31999969482422,6.013539401089669,24.840898315157727,5.257638256263106,4.859897691626575,54.14559090605076,4.563668727874756,4.889804363250732,3.9002585411071777,51.536121819908885,13.306776939575975,11.057499885559082,25.428808212280273,22.829999923706055,6.239462182355425,25.178229655044994,5.485132377470963,4.921728213395905,54.73754191430492,500,500,1000,17700,2703000,4737200,0,1639800,61821,687900,88500,2188500,2612100
2020-02-03,4.686217784881592,4.889804363250732,3.9002585411071777,52.034854888916016,13.041444778442383,11.140000343322754,25.47628402709961,22.719999313354492,6.013538837432861,25.44859504699707,5.487658977508545,4.973666191101074,55.392276763916016,4.686217784881592,4.889804363250732,3.9002585411071777,52.61671493699162,13.149112879432401,11.217499732971191,25.47628402709961,23.190000534057617,6.153079552775269,25.6371036841152,5.639321458282885,5.042916578729801,55.97526033575816,4.6268195576429365,4.889804363250732,3.9002585411071777,51.61924102184518,12.889553610651882,10.774999618530273,25.47628402709961,22.520000457763672,5.94709081717688,25.041812653519425,5.318302359847927,4.916781767221105,54.6657934387363,4.6268195576429365,4.889804363250732,3.9002585411071777,51.851986943604714,12.958768975596664,10.837499618530273,25.47628402709961,22.709999084472656,6.153079552775269,25.051733413747222,5.560962690678748,4.943987453545906,54.710637539327486,15500,0,0,42900,2024100,4448400,100,1206600,36430,645000,130500,1479300,2077300
2020-02-04,4.686217784881592,4.889804363250732,3.8947882652282715,52.034854888916016,13.060670852661133,11.337499618530273,25.47628402709961,23.809999465942383,5.980315208435059,25.51555824279785,5.5609636306762695,4.946459770202637,56.45061492919922,4.686217784881592,4.889804363250732,3.900258598757008,52.36734725092555,13.245246621906317,11.475000381469727,25.47628402709961,24.049999237060547,6.046763875968109,25.870250162362453,5.596351910430683,5.092380738876589,57.437202266062805,4.686217784881592,4.8862267168597775,3.8947882652282715,51.76055138550799,12.970304944702534,11.1875,25.47628402709961,23.25,5.980315208435059,25.508115545722116,5.505354406584315,4.946459770202637,55.643410840549684,4.686217784881592,4.8862267168597775,3.900258598757008,51.95173338385471,13.102968641327713,11.1899995803833,25.47628402709961,23.440000534057617,6.046763875968109,25.649498404588698,5.5508531585075,5.00334418563499,55.643410840549684,0,1500,10000,33100,1619400,5524400,0,1376900,4616,943200,35100,1283700,3586600
2020-02-05,4.686217784881592,4.889804363250732,3.9002585411071777,52.367347717285156,13.343302726745605,11.237500190734863,24.52685546875,24.0,5.980315208435059,25.90993881225586,5.33852481842041,5.17399787902832,58.25337219238281,4.686217784881592,4.889804363250732,3.9002585411071777,52.94920777054254,13.358684040953012,11.449999809265137,24.922449154381535,24.649999618530273,5.980315208435059,25.94466288666484,5.631738610101001,5.188837247899205,58.25337219238281,4.686217784881592,4.889804363250732,3.9002585411071777,51.33662392258218,13.091433569079545,11.104999542236328,23.73566658266129,23.75,5.980315208435059,25.49819752514345,5.33852481842041,4.961299904747184,56.943908730558185,4.686217784881592,4.889804363250732,3.9002585411071777,51.34493797569164,13.112583013634524,11.3725004196167,24.922449154381535,24.0,5.980315208435059,25.518039042360712,5.5761293908998475,4.963773663590024,57.401324025980585,0,1500,1000,40200,1405200,4571600,2810,1123900,2107,880200,159600,2815200,3288000
2020-02-06,4.507396697998047,4.889804363250732,3.829146146774292,52.317474365234375,13.012608528137207,11.010000228881836,23.73566436767578,23.68000030517578,5.980315208435059,25.465951919555664,5.184333801269531,5.084961414337158,57.221946716308594,4.507396697998047,4.889804363250732,3.829146146774292,52.69152749350105,13.458666798072588,11.272500038146973,23.73566436767578,24.420000076293945,5.986961156347355,26.28943734553423,5.469965357209246,5.245721766519372,58.74667013696497,4.507396697998047,4.889804363250732,3.829146146774292,51.86861378219665,12.906861267923988,11.010000228881836,23.57742569632931,22.899999618530273,5.94044651669593,25.36673865476439,5.176750496219998,5.047862817095348,56.69277810035685,4.507396697998047,4.889804363250732,3.829146146774292,52.56684523133368,13.34522942811228,11.237500190734863,23.73566436767578,24.399999618530273,5.986961156347355,26.046360305103462,5.4674378299206605,5.193783801140526,58.28925140007522,3000,0,5000,22500,1673100,3734400,301,1125500,2308,627300,109800,1670100,2897000
