Price,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,OIBR3.SA,OIBR4.SA,TELB3.SA,TELB4.SA,TIMS3.SA,VIVT3.SA,OIBR3.SA,OIBR4.SA,TELB3.SA,TELB4.SA,TIMS3.SA,VIVT3.SA,OIBR3.SA,OIBR4.SA,TELB3.SA,TELB4.SA,TIMS3.SA,VIVT3.SA,OIBR3.SA,OIBR4.SA,TELB3.SA,TELB4.SA,TIMS3.SA,VIVT3.SA,OIBR3.SA,OIBR4.SA,TELB3.SA,TELB4.SA,TIMS3.SA,VIVT3.SA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-16,90.0,126.0,95.91873168945312,27.1299991607666,12.361716270446777,39.403141021728516,92.0,127.0,95.91873168945312,27.8799991607666,12.391520754211497,39.62208734284008,88.0,125.0,95.91873168945312,27.110000610351562,12.16798215169289,38.65872130270637,89.0,127.0,95.91873168945312,27.5,12.227592540446103,38.68061509960147,965257,10684,201,5600,6610400,54500
2020-01-17,91.0,126.0,114.30729675292969,32.099998474121094,12.398974418640137,38.68061065673828,91.0,127.0,114.30729675292969,32.79999923706055,12.458584817913444,39.76804791716584,90.0,125.0,99.39765167236328,27.200000762939453,12.287205097655688,38.68061065673828,90.0,127.0,99.39765167236328,27.200000762939453,12.421328851326635,39.48341466995496,340407,8531,1307,51400,3803900,52900
2020-01-20,96.0,139.0,101.48500061035156,31.0,12.213302612304688,38.68061065673828,97.0,139.0,113.31331634521484,34.849998474121094,12.355752618044544,38.86306636738327,93.0,127.0,101.3855972290039,31.0,12.183312234241601,38.454364573279335,93.0,128.0,113.31331634521484,32.5,12.325763670001392,38.68061065673828,1936424,55995,2414,81500,2804100,52100
2020-01-21,104.0,157.0,96.41571807861328,29.229999542236328,12.520694732666016,40.052677154541016,107.0,158.0,101.3855972290039,31.0,12.768109590017154,40.052677154541016,97.0,142.0,96.41571807861328,29.209999084472656,12.213300559290953,38.54924114257867,98.0,142.0,100.88861083984375,30.079999923706055,12.243289502293068,38.54924114257867,3544642,93160,1207,23000,10266900,53200
2020-01-22,98.0,147.0,101.3855972290039,29.110000610351562,12.74561882019043,39.045536041259766,108.0,169.0,101.3855972290039,29.899999618530273,12.865577471155335,40.05269270372837,96.0,144.0,95.42174530029297,28.399999618530273,12.59566979147434,38.91416765989194,106.0,159.0,97.41963195800781,29.219999313354492,12.708132278021367,40.05269270372837,3066020,127050,1106,28100,7003200,60900
2020-01-23,107.0,155.0,100.3916244506836,29.5,12.57318115234375,39.249874114990234,108.0,158.0,101.37566375732422,30.5,12.723128783408999,39.39583924973281,97.0,146.0,98.41361236572266,29.1200008392334,12.453222475483457,38.7973847029363,99.0,148.0,101.37566375732422,29.1200008392334,12.640658086830191,38.94334983767887,3942039,75533,1307,18300,6617500,39700
2020-01-24,96.0,144.0,98.71180725097656,29.200000762939453,12.288274765014648,39.62940216064453,109.0,159.0,99.39765167236328,29.520000457763672,12.558182427022675,39.62940216064453,94.0,144.0,98.71180725097656,28.56999969482422,12.243290631353254,38.804701103563616,109.0,158.0,99.39765167236328,29.520000457763672,12.558182427022675,39.33747452929135,6513844,83284,201,13500,6471300,45800
2020-01-27,98.0,142.0,99.39765167236328,27.600000381469727,12.370748519897461,39.1185302734375,104.0,149.0,99.39765167236328,29.010000228881836,12.535691318688889,39.366670322702696,95.0,140.0,99.39765167236328,27.600000381469727,11.898410763336539,38.833899613644654,97.0,148.0,99.39765167236328,29.010000228881836,12.10084082185693,38.92148041977716,3641297,57272,100,7200,8030300,43700
2020-01-28,96.0,143.0,100.64012145996094,29.0,12.760615348815918,39.36665725708008,102.0,147.0,103.87054443359375,29.690000534057617,12.760615348815918,39.47613183638401,96.0,138.0,97.71782684326172,27.84000015258789,12.295774455007859,39.045536093338306,100.0,144.0,103.87054443359375,27.84000015258789,12.520698021696946,39.08932648187072,1255959,32983,301,17200,6555700,38000
2020-01-29,99.0,141.0,97.40969848632812,28.65999984741211,12.648155212402344,39.804542541503906,99.0,145.0,99.38771057128906,30.059999465942383,12.783107646335061,39.9067173043844,95.0,140.0,97.40969848632812,28.610000610351562,12.505703752672051,39.21338497676944,97.0,144.0,99.38771057128906,29.0,12.783107646335061,39.366647121090175,1258265,24548,201,17800,7067500,41200
2020-01-30,98.0,137.0,94.42776489257812,28.3799991607666,12.535688400268555,38.527347564697266,98.0,140.0,96.41571807861328,29.799999237060547,12.535688400268555,39.41043251396711,95.0,134.0,94.42776489257812,28.149999618530273,12.205802879485999,38.02376803411368,98.0,140.0,96.41571807861328,29.110000610351562,12.295771137874084,39.41043251396711,1081391,27334,301,17600,6210200,39600
2020-01-31,98.0,135.0,99.29824829101562,28.649999618530273,12.558183670043945,38.2208366394043,100.0,142.0,99.29824829101562,29.0,12.588174048799903,38.58574820536706,97.0,135.0,99.29824829101562,28.469999313354492,12.273282221962182,38.2208366394043,98.0,138.0,99.29824829101562,29.0,12.288275981320194,38.43978302217109,731385,27353,100,8700,7964800,33700
2020-02-03,97.0,136.0,99.39765167236328,28.700000762939453,12.790602684020996,38.72441101074219,99.0,138.0,99.39765167236328,28.799999237060547,12.95554689809503,39.34475947320826,97.0,133.0,99.39765167236328,28.56999969482422,12.423229144523205,38.24272792184806,99.0,136.0,99.39765167236328,28.709999084472656,12.580675764319338,38.24272792184806,729609,21068,100,6900,7676400,43700
2020-02-04,98.0,139.0,96.44554138183594,28.84000015258789,12.678142547607422,38.50546646118164,99.0,139.0,96.44554138183594,29.399999618530273,12.993034379973436,39.622097724312624,97.0,136.0,96.44554138183594,28.84000015258789,12.678142547607422,38.50546646118164,98.0,138.0,96.44554138183594,29.399999618530273,12.89556850734538,39.118517991353116,806693,20642,100,2900,5727900,58200
2020-02-05,98.0,142.0,96.41571807861328,28.510000228881836,12.595671653747559,38.25731658935547,99.0,144.0,96.4256591796875,29.200000762939453,13.075507758570986,38.95794871684762,97.0,138.0,96.41571807861328,28.510000228881836,12.595671653747559,38.25731658935547,98.0,139.0,96.4256591796875,28.829999923706055,12.970542850942666,38.58573746410905,494362,34147,301,7900,8405000,54000
2020-02-06,97.0,138.0,96.41571807861328,28.549999237060547,12.468213081359863,38.37408447265625,99.0,144.0,96.41571807861328,29.09000015258789,12.708131804367408,38.3813814757323,97.0,137.0,95.43167877197266,28.520000457763672,12.468213081359863,37.848611161482665,98.0,142.0,95.43167877197266,29.09000015258789,12.670643833575665,38.28650373142528,686111,26759,201,7400,6691800,41600
2020-02-07,97.0,138.0,96.41571807861328,28.110000610351562,12.490706443786621,37.877811431884766,98.0,140.0,96.41571807861328,28.450000762939453,12.558183364324886,38.374091250301134,96.0,136.0,96.41571807861328,27.809999465942383,12.348255008203623,37.73184628810579,97.0,138.0,96.41571807861328,28.399999618530273,12.415731928741888,38.374091250301134,798244,16141,0,2600,4451100,36600
2020-02-10,94.0,130.0,96.41571807861328,27.209999084472656,12.243289947509766,37.93620300292969,97.0,138.0,96.41571807861328,28.3700008392334,12.483207220329838,38.07486838454927,92.0,130.0,96.41571807861328,27.209999084472656,12.213301003417131,37.2720641178185,96.0,137.0,96.41571807861328,28.3700008392334,12.483207220329838,37.88511561054068,1242900,27154,0,4300,5399500,40500
2020-02-11,94.0,135.0,96.41571807861328,27.600000381469727,12.603168487548828,38.607643127441406,95.0,135.0,96.41571807861328,27.600000381469727,12.603168487548828,38.63683393557824,93.0,131.0,96.41571807861328,27.25,12.198308362658633,37.8997138291073,94.0,132.0,96.41571807861328,27.600000381469727,12.29577423882959,38.125959992506395,551371,11754,0,7600,6222700,37700
2020-02-12,100.0,139.0,96.41571807861328,27.93000030517578,13.11298942565918,38.68061065673828,102.0,141.0,96.41571807861328,27.93000030517578,13.210456701464095,39.082012663346624,93.0,134.0,96.40577697753906,27.510000228881836,12.873072177554157,38.26461185919195,94.0,135.0,96.40577697753906,27.799999237060547,12.910558711313218,38.607629486101565,2477200,24024,201,5100,13743800,41200
2020-02-13,100.0,139.0,96.41571807861328,27.809999465942383,13.038019180297852,39.52722930908203,100.0,142.0,96.41571807861328,28.100000381469727,13.172973033875229,39.52722930908203,98.0,137.0,96.41571807861328,27.299999237060547,12.873076375936648,38.40330077334083,99.0,139.0,96.41571807861328,27.299999237060547,12.94805089792631,38.782809218554284,638652,17925,0,3900,8418500,47300
2020-02-14,102.0,140.0,93.93077850341797,27.399999618530273,12.66314697265625,38.57844543457031,102.0,142.0,99.18891143798828,27.700000762939453,13.112992638065661,39.643986379793475,99.0,138.0,93.93077850341797,27.399999618530273,12.66314697265625,38.315708700887036,100.0,140.0,99.18891143798828,27.40999984741211,12.925557063313402,39.571005191127625,658594,11562,402,3600,4642400,40100
2020-02-17,103.0,145.0,93.93077850341797,27.25,12.888070106506348,38.695213317871094,109.0,149.0,93.93077850341797,28.0,12.918059053893323,38.80468509043341,102.0,140.0,93.93077850341797,27.25,12.640655212979206,38.22082728460687,102.0,140.0,93.93077850341797,27.559999465942383,12.753116268215196,38.61493234755989,2811758,48735,301,9200,4919400,43100
2020-02-18,100.0,140.0,93.93077850341797,27.209999084472656,12.82808780670166,37.6442756652832,104.0,146.0,93.93077850341797,27.5,12.94804642846931,38.54195771631871,97.0,139.0,93.93077850341797,27.200000762939453,12.60316431837264,37.6442756652832,103.0,145.0,93.93077850341797,27.290000915527344,12.805595028862886,38.155149592174396,1332491,17981,0,2800,6774800,48200
2020-02-19,104.0,142.0,93.93077850341797,27.309999465942383,12.715625762939453,37.85592269897461,105.0,144.0,93.93077850341797,27.600000381469727,12.873072352915413,38.52736138593915,99.0,136.0,93.93077850341797,27.260000228881836,12.670641635811872,37.272064786866835,100.0,140.0,93.93077850341797,27.260000228881836,12.828088225787832,37.272064786866835,1138863,40358,0,10900,6196600,49200
2020-02-20,106.0,143.0,93.93077850341797,27.170000076293945,12.678142547607422,37.33774948120117,108.0,145.0,93.93077850341797,27.860000610351562,12.775609850255469,38.052975781217725,103.0,140.0,93.93077850341797,27.170000076293945,12.52069734643441,37.12610011518135,104.0,142.0,93.93077850341797,27.860000610351562,12.700635332069277,37.855923211204875,1466144,19925,0,6900,6889500,44300
2020-02-21,112.0,146.0,93.93077850341797,26.700000762939453,12.790602684020996,38.381385803222656,113.0,147.0,93.93077850341797,27.700000762939453,12.8355882496884,38.381385803222656,104.0,139.0,93.93077850341797,26.5,12.565680575763537,36.95093361047045,106.0,143.0,93.93077850341797,27.270000457763672,12.625659899966852,37.34503585423249,2754554,38516,0,7600,5904500,49700
2020-02-26,102.0,138.0,82.50004577636719,24.799999237060547,12.475711822509766,36.85606002807617,106.0,140.0,82.50004577636719,26.399999618530273,12.618163264575346,37.94349747963076,100.0,136.0,82.50004577636719,23.1200008392334,12.28077864653055,36.330586598164835,105.0,140.0,82.50004577636719,25.0,12.333261810464183,37.94349747963076,2240483,22321,201,19000,8834500,161100
2020-02-27,98.0,133.0,79.32926177978516,23.989999771118164,12.123332023620605,35.075294494628906,102.0,140.0,85.48197937011719,24.649999618530273,12.453219008146425,36.921745799647105,98.0,133.0,79.32926177978516,23.700000762939453,11.950890937388946,35.075294494628906,100.0,138.0,85.48197937011719,24.0,12.123332023620605,36.52034370517191,2614171,28801,804,10200,10171300,193500
2020-02-28,100.0,132.0,79.31932067871094,24.489999771118164,12.093340873718262,35.46939468383789,101.0,135.0,79.32926177978516,24.489999771118164,12.153320191609483,35.761324980977534,94.0,129.0,79.31932067871094,22.5,11.673485648479703,33.783505430814714,99.0,133.0,79.32926177978516,23.700000762939453,12.07084952327139,35.06799261331112,2470157,22282,301,19500,8977600,257300
2020-03-02,101.0,137.0,84.48799896240234,24.5,12.445722579956055,37.62900924682617,104.0,139.0,84.48799896240234,25.399999618530273,12.453220174627095,37.62900924682617,100.0,133.0,84.48799896240234,24.440000534057617,11.770954074771941,35.48400914364227,102.0,133.0,84.48799896240234,24.8799991607666,11.770954074771941,35.9378991212363,1427246,20883,201,7500,8230500,145600
2020-03-03,101.0,135.0,81.9036636352539,24.010000228881836,12.348254203796387,37.99504470825195,107.0,143.0,81.9036636352539,25.280000686645508,12.745618106633879,38.15610079748394,99.0,133.0,81.9036636352539,24.010000228881836,12.250788341601446,36.45767132664811,102.0,138.0,81.9036636352539,24.600000381469727,12.393239767904673,36.85299614986084,2491538,22243,100,4800,6686200,143400
2020-03-04,101.0,135.0,82.50004577636719,24.100000381469727,12.89556884765625,39.29082489013672,105.0,139.0,82.50004577636719,24.989999771118164,13.053014052984201,39.29082489013672,99.0,133.0,82.50004577636719,24.100000381469727,12.438225561669292,37.81202226130954,104.0,137.0,82.50004577636719,24.170000076293945,12.483209701760131,38.01700425091526,1261462,16826,100,9900,6923600,92500
2020-03-05,95.0,132.0,82.53981018066406,22.5,12.535688400268555,38.20734405517578,102.0,135.0,82.53981018066406,24.18000030517578,12.925554666669411,39.37135410453834,94.0,130.0,82.50004577636719,22.5,12.385740826281852,38.16342093917691,101.0,135.0,82.51992797851562,24.18000030517578,12.775607092682709,38.932106188528756,1569917,14348,301,10300,7060300,100800
2020-03-06,89.0,127.0,80.39281463623047,22.8700008392334,12.22829532623291,37.43865203857422,94.0,129.0,81.5160140991211,23.520000457763672,12.378244343693177,37.62167243594126,89.0,122.0,80.39281463623047,22.0,11.815937673246896,36.23803867867359,93.0,129.0,81.5160140991211,22.5,12.010870823937317,37.431332451454175,2080745,23750,704,11200,9001200,98600
2020-03-09,80.0,113.0,80.39281463623047,20.5,11.328606605529785,34.87636947631836,85.0,119.0,80.39281463623047,22.0,11.988379956677207,36.32589081306674,79.0,111.0,80.39281463623047,20.0,11.231140014620618,34.62014201502567,82.0,116.0,80.39281463623047,22.0,11.988379956677207,36.23804179671923,1930646,28416,0,18400,14921300,123300
2020-03-10,89.0,122.0,83.48408508300781,21.75,11.62850284576416,39.17369842529297,89.0,123.0,83.48408508300781,22.690000534057617,11.718471832877176,39.51045819752402,82.0,117.0,74.54823303222656,20.200000762939453,11.291118965337859,36.32590048575651,86.0,117.0,80.50215148925781,21.0,11.538533858651142,36.51624332997457,2002974,28591,503,11000,13576300,180400
2020-03-11,93.0,131.0,83.48408508300781,20.0,11.770953178405762,38.434288024902344,109.0,144.0,83.48408508300781,21.75,12.588173060067879,39.715430959065756,84.0,115.0,83.48408508300781,19.5,11.493548631791612,37.15314509073893,104.0,138.0,83.48408508300781,21.75,11.740963517015311,39.18101167022084,7206195,76125,0,7400,30745200,289700
2020-03-12,77.0,120.0,60.632564544677734,17.0,10.031551361083984,35.798797607421875,85.0,124.0,60.632564544677734,18.0,10.871262592795254,36.60408639095481,75.0,114.0,60.632564544677734,14.5,9.5217264037911,33.91734779034041,82.0,122.0,60.632564544677734,18.0,10.871262592795254,36.5967668024515,2458445,42040,201,15900,10005700,136800
2020-03-13,80.0,124.0,64.60847473144531,18.309999465942383,10.736307144165039,38.07556915283203,89.0,132.0,64.60847473144531,20.0,11.45605962234989,39.31278905098337,76.0,118.0,59.638587951660156,17.219999313354492,9.851611911090817,34.13697149708568,89.0,131.0,59.638587951660156,20.0,11.261127210661561,36.39910413098371,2326679,49856,301,15900,16309800,165000
2020-03-16,71.0,112.0,63.61449432373047,15.899999618530273,9.716658592224121,35.67434310913086,75.0,119.0,63.61449432373047,17.790000915527344,10.024052768801381,38.06825075109926,69.0,111.0,63.61449432373047,14.800000190734863,9.274310595682266,35.1765272989721,71.0,119.0,63.61449432373047,15.859999656677246,9.499233390619972,36.86031475442898,1678625,28806,100,17000,11276900,107600
2020-03-17,69.0,111.0,63.61449432373047,15.5600004196167,10.601356506347656,39.29814910888672,74.0,116.0,63.61449432373047,18.389999389648438,10.758802419833364,40.17664777961466,68.0,109.0,63.61449432373047,15.0,9.664178620125586,36.413747979211436,73.0,115.0,63.61449432373047,18.389999389648438,9.821624533611294,36.6114075969052,1142833,20752,0,5900,17989500,129700
2020-03-18,55.0,90.0,59.638587951660156,13.0,10.159008026123047,38.79301834106445,64.0,105.0,59.638587951660156,15.039999961853027,10.368935664095455,39.33475734450414,43.0,85.0,59.638587951660156,12.510000228881836,9.409265746925922,36.67729945522271,63.0,105.0,59.638587951660156,14.979999542236328,9.431757815099047,38.63195944090478,2621112,48315,201,13900,13851500,92100
2020-03-19,46.0,85.0,63.61449432373047,13.670000076293945,11.171157836914062,41.5383186340332,52.0,89.0,63.61449432373047,13.710000038146973,11.448563063805919,43.800451293893836,43.0,73.0,63.61449432373047,12.65999984741211,9.626689396164466,37.29956474249441,48.0,89.0,63.61449432373047,13.0,9.821622528300967,38.62463088792285,3680609,26642,100,4100,13690300,117200
2020-03-20,50.0,90.0,58.64461135864258,13.039999961853027,10.40642261505127,36.984771728515625,52.0,96.0,59.638587951660156,15.4399995803833,11.60600979748624,44.45200641635751,46.0,87.0,58.64461135864258,12.65999984741211,10.196494983251888,36.984771728515625,50.0,93.0,59.638587951660156,14.699999809265137,11.463559083232001,43.19282486560403,2223062,31396,905,13600,13110100,666400
2020-03-23,44.0,87.0,49.69882583618164,12.40999984741211,9.221829414367676,34.100372314453125,48.0,91.0,54.668704986572266,12.979999542236328,10.533878294440031,37.62168406052318,43.0,82.0,49.69882583618164,12.0,8.869450372088329,33.89538750704921,47.0,90.0,54.668704986572266,12.979999542236328,10.406422060317924,37.50455108172258,1486111,23690,301,9500,14297800,90300
2020-03-24,46.0,91.0,54.668704986572266,13.029999732971191,9.146855354309082,34.12233352661133,48.0,95.0,54.668704986572266,13.699999809265137,9.92658726974176,36.889601867918884,45.0,88.0,54.668704986572266,12.600000381469727,8.929430129284873,34.0784076127585,47.0,91.0,54.668704986572266,13.699999809265137,9.716659638858713,36.60409040955165,900163,26464,100,9800,14823300,69300
2020-03-25,52.0,96.0,57.650634765625,14.0,9.566712379455566,34.473724365234375,54.0,98.0,57.650634765625,14.399999618530273,9.581706854371134,35.271693460511884,45.0,89.0,57.650634765625,12.899999618530273,8.854457303220853,33.32435641965161,46.0,91.0,57.650634765625,13.100000381469727,8.94442629774429,34.122325514929116,2278567,53906,100,10000,18536400,47900
2020-03-26,50.0,95.0,60.13557815551758,14.34000015258789,10.188996315002441,35.85004425048828,57.0,102.0,62.62051773071289,15.199999809265137,10.188996315002441,36.39178318248955,49.0,92.0,57.650634765625,14.0,9.401766884978327,34.18821834011744,51.0,94.0,57.650634765625,14.0,9.521725519075362,34.19553792885464,2249299,46093,503,7600,14100900,64900
2020-03-27,50.0,95.0,67.59040069580078,14.010000228881836,9.574211120605469,35.198482513427734,51.0,96.0,67.59040069580078,14.6899995803833,9.994066478644948,35.98180955405437,46.0,90.0,58.14762496948242,13.720000267028809,9.43925725515916,34.62013741459663,47.0,95.0,59.638587951660156,14.369999885559082,9.724159462762426,34.82511935639216,1100813,21510,1509,6800,9939700,103800
2020-03-30,52.0,96.0,62.62051773071289,15.300000190734863,9.949082374572754,35.872005462646484,54.0,98.0,62.62051773071289,15.399999618530273,9.949082374572754,35.930573342659045,49.0,93.0,61.62654113769531,14.15999984741211,9.14685748945378,34.5030133830605,51.0,94.0,62.62051773071289,15.0,9.364282765231424,35.74755290662513,943973,18521,1106,13700,7890500,68700
2020-03-31,50.0,93.0,62.62051773071289,15.199999809265137,9.32679271697998,37.0433349609375,52.0,97.0,62.62051773071289,15.800000190734863,9.874104898516356,37.0433349609375,49.0,91.0,62.62051773071289,14.75,9.199337199920157,35.50596442259428,52.0,96.0,62.62051773071289,15.289999961853027,9.82162317296173,36.21608460470064,648207,15790,0,8300,10205500,74900
2020-04-01,49.0,88.0,62.123531341552734,14.9399995803833,9.574211120605469,36.73777389526367,49.0,92.0,62.123531341552734,14.9399995803833,9.596703193176488,37.63238727576684,46.0,88.0,62.123531341552734,14.15999984741211,8.771986238798082,35.02921216056487,48.0,92.0,62.123531341552734,14.529999732971191,9.004406705398937,35.916491085369515,876089,14294,100,11400,7870800,80500
2020-04-02,49.0,90.0,62.123531341552734,15.5,9.439255714416504,37.10442352294922,51.0,92.0,62.123531341552734,15.800000190734863,9.679173022706621,37.90370867159176,48.0,89.0,62.123531341552734,15.140000343322754,9.266814612825499,36.40780118745418,50.0,90.0,62.123531341552734,15.800000190734863,9.604199221370948,36.737779010677876,751969,11673,0,2000,6133400,65100
2020-04-03,47.0,88.0,54.668704986572266,16.0,9.259318351745605,36.59845733642578,49.0,90.0,59.638587951660156,16.0,9.44675394012094,37.735054834371766,46.0,86.0,54.668704986572266,14.699999809265137,9.004405837153543,35.93849605515351,48.0,90.0,59.638587951660156,14.710000038146973,9.349287348364562,37.39774253384407,646957,10104,301,4800,6380700,81600
2020-04-06,48.0,89.0,59.638587951660156,16.700000762939453,10.031551361083984,38.23369598388672,50.0,93.0,59.638587951660156,19.690000534057617,10.046545834234403,38.81299508601255,47.0,89.0,58.64461135864258,16.0,9.536721591951443,36.9431083056097,49.0,91.0,58.64461135864258,16.0,9.881603054530173,36.97243774579527,785413,7886,201,11000,6320400,69700
2020-04-07,51.0,91.0,61.62654113769531,17.450000762939453,10.031551361083984,37.984371185302734,52.0,95.0,65.60244750976562,18.049999237060547,10.95373398264737,39.98624990104257,49.0,91.0,61.62654113769531,17.200000762939453,10.031551361083984,37.559065002589556,49.0,91.0,62.5211181640625,18.0,10.69132462493068,38.5416724144415,1669941,15729,804,4300,11364500,75000
2020-04-08,51.0,90.0,61.62654113769531,16.979999542236328,10.151509284973145,38.05770492553711,52.0,93.0,61.62654113769531,17.690000534057617,10.27146792169208,38.42434947088034,49.0,90.0,61.62654113769531,16.979999542236328,9.87410475880814,37.082429092231706,50.0,92.0,61.62654113769531,17.690000534057617,10.114022032246009,37.559068120088256,925149,8231,0,2900,4621300,123400
2020-04-09,51.0,92.0,61.62654113769531,17.270000457763672,9.979069709777832,37.295082092285156,55.0,95.0,61.62654113769531,17.860000610351562,10.256474257801898,38.50500736464304,49.0,91.0,61.62654113769531,17.079999923706055,9.904095198415682,36.88443921108098,52.0,91.0,61.62654113769531,17.079999923706055,10.248976663663697,38.44634569434289,1285571,14254,0,4000,5591800,72300
2020-04-13,51.0,91.0,61.4277458190918,17.600000381469727,10.091530799865723,38.123695373535156,52.0,93.0,61.4277458190918,17.600000381469727,10.091530799865723,38.123695373535156,49.0,90.0,61.4277458190918,17.25,9.72415726582769,36.53245682932443,50.0,91.0,61.4277458190918,17.299999237060547,9.88910004743052,37.00176132985325,540410,7195,402,1700,6805700,73100
2020-04-14,55.0,95.0,61.4277458190918,17.6200008392334,10.009060859680176,37.51506423950195,56.0,95.0,61.4277458190918,17.979999542236328,10.301459924450807,38.64432994409954,51.0,92.0,61.4277458190918,17.579999923706055,9.90409667116685,37.21441586851434,51.0,93.0,61.4277458190918,17.709999084472656,10.271470258448435,38.12369543777777,1591128,20459,0,14000,6526300,81800
2020-04-15,61.0,105.0,63.61449432373047,17.75,9.701664924621582,37.544403076171875,74.0,121.0,63.61449432373047,17.829999923706055,9.934085349284704,37.58106697229941,52.0,91.0,63.61449432373047,16.81999969482422,9.61169593556133,36.781781728704836,53.0,94.0,63.61449432373047,17.469999313354492,9.934085349284704,37.0970962704984,5049880,103740,100,18300,9359200,78000
