Price,Adj Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,GETN3.SA,ALLD3.SA,BMOB3.SA,DTCY3.SA,ENJU3.SA,GETN3.SA,INTB3.SA,LWSA3.SA,NEXP3.SA,NGRD3.SA,POSI3.SA,SYNE3.SA,TOTS3.SA,TRAD3.SA,VSTE3.SA,WEGE3.SA,ALLD3.SA,BMOB3.SA,DTCY3.SA,ENJU3.SA,GETN3.SA,INTB3.SA,LWSA3.SA,NEXP3.SA,NGRD3.SA,POSI3.SA,SYNE3.SA,TOTS3.SA,TRAD3.SA,VSTE3.SA,WEGE3.SA,ALLD3.SA,BMOB3.SA,DTCY3.SA,ENJU3.SA,GETN3.SA,INTB3.SA,LWSA3.SA,NEXP3.SA,NGRD3.SA,POSI3.SA,SYNE3.SA,TOTS3.SA,TRAD3.SA,VSTE3.SA,WEGE3.SA,ALLD3.SA,BMOB3.SA,DTCY3.SA,ENJU3.SA,GETN3.SA,INTB3.SA,LWSA3.SA,NEXP3.SA,NGRD3.SA,POSI3.SA,SYNE3.SA,TOTS3.SA,TRAD3.SA,VSTE3.SA,WEGE3.SA,ALLD3.SA,BMOB3.SA,DTCY3.SA,ENJU3.SA,GETN3.SA,INTB3.SA,LWSA3.SA,NEXP3.SA,NGRD3.SA,POSI3.SA,SYNE3.SA,TOTS3.SA,TRAD3.SA,VSTE3.SA,WEGE3.SA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-03,,,,6.739999771118164,,,,14.907478332519531,69.65895080566406,,3.8161354064941406,4.393154144287109,26.536760330200195,,45.283687591552734,30.218067169189453,,,7.090000152587891,,,,16.662729674562204,74.13993072509766,,4.060053299466096,4.393154144287109,28.4902128399052,,47.50037334183415,31.52659479092117,,,6.440000057220459,,,,14.868580839525842,69.65895080566406,,3.7767940287062034,4.242784648527194,26.197027733016817,,43.93784685119279,29.734991394712456,,,6.449999809265137,,,,16.234856324242237,72.9178466796875,,3.9577654170648495,4.375463747695959,28.17879279613853,,47.10453538732266,31.282709582802866,,,5600,,,,17020400.0,16999,,3337400,211600,9075844,,38287.0,13634400
2020-09-04,,,,6.480000019073486,,,,15.24297046661377,70.88103485107422,,3.8082668781280518,4.401999473571777,26.05547523498535,,44.33367919921875,30.246206283569336,,,6.679999828338623,,,,15.517684544746661,71.28839874267578,,3.8633448762424956,4.401999473571777,26.84817985467142,,46.075361597129,30.55575206699828,,,6.480000019073486,,,,13.781881408366175,68.84422302246094,,3.690242006868822,4.248681208699456,24.668241248343833,,43.14616915973273,29.017410644222018,,,6.679999828338623,,,,15.311040850530462,70.88103485107422,,3.8240035026165677,4.393153994394223,26.810432187484636,,45.362854818439324,30.4854004272887,,,800,,,,24851600.0,11532,,1415000,260000,13714012,,18487.0,14754000
2020-09-08,,,,6.510000228881836,,,,14.465018272399902,69.65895080566406,,3.776793956756592,4.419690132141113,26.140405654907227,,46.55036926269531,29.547391891479492,,,6.510000228881836,,,,15.291591116064204,71.69576263427734,,3.8397404601707428,4.466864899155712,26.66887656726413,,46.55036926269531,30.105510438908823,,,6.46999979019165,,,,14.141682124693492,68.84422302246094,,3.7217155786738325,4.2899595228509675,25.404322587567137,,43.62118032311858,29.359788687632925,,,6.46999979019165,,,,14.8272519111382,70.88103485107422,,3.753188830380908,4.401999735102534,25.51756558119433,,43.70034565324705,30.105510438908823,,,200,,,,14081200.0,13339,,2004800,279800,7413169,,28712.0,9884400
2020-09-09,,,,6.46999979019165,,,,14.379931449890137,68.43685913085938,,3.761057138442993,4.319443702697754,27.25396728515625,,44.72951889038086,30.452571868896484,,,6.46999979019165,,,,14.919634065169552,70.88103485107422,,3.816135138516557,4.463916781205215,27.27284111625621,,47.4212041403838,30.705835639296552,,,6.46999979019165,,,,14.234065151320216,67.62213897705078,,3.7374520132752256,4.260475242686441,26.02716104613262,,44.412850037439334,29.669330606166636,,,6.46999979019165,,,,14.785923987022516,69.65895080566406,,3.800398513468291,4.434432410607661,26.423513303613337,,46.55036668228986,29.786582152931487,,,1500,,,,6108800.0,12264,,929900,193500,5502386,,25700.0,9206000
2020-09-10,,,,6.5,,,,13.854814529418945,65.17796325683594,,3.705979108810425,4.245733261108398,26.65000343322754,,43.70034408569336,29.27536392211914,,,6.599999904632568,,,,14.610884498217667,69.65895080566406,,3.8240039952751763,4.378412653979882,27.44270801815022,,45.521191913221855,30.43850078421583,,,6.460000038146973,,,,13.784312532934338,65.17796325683594,,3.705979108810425,4.1985584908357865,26.489575854719117,,43.70034408569336,29.27536392211914,,,6.460000038146973,,,,14.418828646517017,69.2515869140625,,3.7610574892115145,4.348928281967594,27.263406606876103,,44.72951976538133,30.43850078421583,,,1800,,,,6220000.0,18995,,1360700,201800,3691046,,14825.0,8470400
2020-09-11,,,,6.550000190734863,,,,14.192736625671387,65.17796325683594,,3.5800859928131104,4.136641025543213,26.09322166442871,,42.35449981689453,29.120594024658203,,,7.0,,,,14.448001482747507,67.21477508544922,,3.7846621315845894,4.287010798172014,26.819869636450836,,44.96701980891932,30.213377502607276,,,6.449999809265137,,,,13.20328077301037,62.733787536621094,,3.5643493667537656,4.062930385766401,25.970541751891034,,41.95866562794596,28.90485160949114,,,6.449999809265137,,,,13.930177851040366,65.17796325683594,,3.737452253406556,4.2752171070550755,26.470701927154206,,44.96701980891932,29.580219870103228,,,2600,,,,12129600.0,15310,,1664300,297700,4221346,,20225.0,14508600
2020-09-14,,,,6.460000038146973,,,,14.836977005004883,69.2515869140625,,3.8240036964416504,4.307649612426758,27.225658416748047,,44.01701354980469,29.70215606689453,,,6.78000020980835,,,,14.917203609574779,69.2515869140625,,3.8397403217277994,4.378412039081708,27.508765902778446,,44.65035127678178,29.917898435481288,,,6.449999809265137,,,,14.353189472065045,65.17796325683594,,3.6115590674832667,4.154331630572537,26.215901165712896,,42.671168992483054,29.36447111493876,,,6.78000020980835,,,,14.51121013873724,65.99268341064453,,3.6194271925309702,4.154331630572537,26.234774998114922,,42.9878378559716,29.547383200876062,,,1000,,,,5750000.0,12158,,2037100,606400,3625987,,12875.0,6660600
2020-09-15,,,,6.460000038146973,,,,14.829683303833008,68.84422302246094,,3.8082668781280518,4.345978736877441,27.367212295532227,,44.2545166015625,30.053918838500977,,,6.46999979019165,,,,15.245400432891596,70.47367095947266,,3.8397401271050833,4.401998973908091,27.923993962917574,,44.80868521911943,30.246209524194242,,,6.449999809265137,,,,14.48932954557617,67.62213897705078,,3.7374518803343695,4.275216598591745,27.09353991996347,,43.067006488955286,29.519250255479292,,,6.460000038146973,,,,14.97798028525364,69.2515869140625,,3.831871627265464,4.275216598591745,27.329464630540908,,44.01701306904482,29.87569597749375,,,1200,,,,6287200.0,4214,,1493100,201900,3463288,,8462.0,7764200
2020-09-16,,,,6.480000019073486,,,,14.832114219665527,69.65895080566406,,3.894818067550659,4.34303092956543,27.508766174316406,,43.54201126098633,29.519245147705078,,,6.550000190734863,,,,15.072793098155147,71.28839874267578,,3.965633064295815,4.5199365843824735,27.650321723110576,,43.937849236991575,30.602649950970775,,,6.480000019073486,,,,14.754319232704912,68.43685913085938,,3.7610569489741787,4.340082717559382,27.027481638932304,,43.22534239017841,29.519245147705078,,,6.550000190734863,,,,14.839408137273296,68.43685913085938,,3.8082668217407103,4.366618593900317,27.508766174316406,,43.858680131794245,30.12895275825363,,,200,,,,3182400.0,6834,,2749700,396700,3314824,,22400.0,8811000
2020-09-17,,,,6.480000019073486,,,,14.518503189086914,67.62213897705078,,3.8161354064941406,4.186764240264893,26.772682189941406,,42.592002868652344,29.462968826293945,,,6.480000019073486,,,,14.69597305622275,68.84422302246094,,3.8712137856261677,4.399050959382349,27.442706832949924,,43.383675012588334,29.61774172836681,,,6.480000019073486,,,,14.265669024651187,67.21477508544922,,3.7767940287062034,4.186764240264893,26.40464066252365,,42.433668439865144,29.078383892140135,,,6.480000019073486,,,,14.513640886610531,67.21477508544922,,3.8554771594728403,4.275217063329147,27.036917641631028,,43.225340583801135,29.24253534362653,,,0,,,,4180800.0,5982,,1654300,357700,3638217,,15562.0,5729800
2020-09-18,,,,6.46999979019165,,,,14.27053165435791,65.17796325683594,,3.698110342025757,4.1985578536987305,26.70662498474121,,41.562828063964844,29.073694229125977,,,6.480000019073486,,,,14.632764386955648,68.02949523925781,,3.8161352200033325,4.233938926034061,27.244532828398846,,42.59200376011791,29.75844283063322,,,6.46999979019165,,,,14.14897687182912,64.36323547363281,,3.690242216928982,4.169073767344504,26.22534044387521,,41.40449363186365,28.96582123202808,,,6.480000019073486,,,,14.440708535376096,68.02949523925781,,3.800398594619039,4.186764162920286,26.678314235536256,,42.59200376011791,29.219085001610196,,,400,,,,3850400.0,6090,,1161900,444500,3662376,,11462.0,11991000
2020-09-21,,,,6.46999979019165,,,,14.202460289001465,63.54851150512695,,3.5014021396636963,4.098311901092529,26.48013687133789,,40.37532043457031,29.7349910736084,,,6.5,,,,14.311859778319924,65.17796325683594,,3.6351636354820314,4.195609933596156,26.56506911794121,,41.48366152787475,29.91321212512946,,,6.46999979019165,,,,13.55335819802759,63.141151428222656,,3.5014021396636963,4.039343439148484,25.58362441071332,,39.900317108868414,28.492124041737842,,,6.46999979019165,,,,13.857245153140315,64.77059936523438,,3.627295510828983,4.127796272656456,26.093221499096632,,41.40449619441986,28.750077070300645,,,1100,,,,4514000.0,6944,,1924800,200700,4235380,,33150.0,10113800
2020-09-22,,,,6.53000020980835,,,,14.5501070022583,64.77059936523438,,3.454192638397217,4.0688276290893555,26.800994873046875,,40.691986083984375,30.30717658996582,,,6.699999809265137,,,,14.574418515038156,65.99268341064453,,3.548612770743581,4.189713040974555,26.93311169734564,,40.691986083984375,30.597958092640887,,,6.53000020980835,,,,13.97393759652186,63.54851150512695,,3.4069827598194165,4.062930642566276,25.979977766045316,,40.37531722535341,29.645876246980187,,,6.699999809265137,,,,14.148976778979264,63.955875396728516,,3.501402516975017,4.1395897802635515,26.300834715152536,,40.37531722535341,29.842859746598883,,,1200,,,,5404800.0,3380,,2033900,107000,4527998,,8912.0,10047200
2020-09-23,,,,6.460000038146973,,,,14.156269073486328,65.17796325683594,,3.4699289798736572,3.962684154510498,25.5836238861084,,39.90031433105469,29.312885284423828,,,6.46999979019165,,,,14.805372058276339,66.4000473022461,,3.580085729373991,4.154332000367383,26.64056570635893,,41.80033127657618,30.874676671153868,,,6.460000038146973,,,,14.12466457212024,64.36323547363281,,3.446324230116966,3.8889735094541114,25.347700983714674,,39.34614193548787,29.312885284423828,,,6.460000038146973,,,,14.552537902126321,64.77059936523438,,3.4620608550183376,4.133693109730409,26.489575048826946,,40.37531762368741,30.410357991920783,,,300,,,,5616800.0,4678,,1940200,311200,5640123,,21262.0,9798000
2020-09-24,,,,6.46999979019165,,,,14.054163932800293,68.84422302246094,,3.4699289798736572,3.995116710662842,26.40464210510254,,40.05864715576172,30.246206283569336,,,6.46999979019165,,,,14.445569543592454,71.69576263427734,,3.556480604426567,4.057033658989859,26.499011270011113,,40.53365042934896,30.54168245470297,,,6.46999979019165,,,,13.825640353922475,63.955875396728516,,3.414850980314223,3.9420449603300343,25.489255792344185,,39.4253094576454,29.317574300632064,,,6.46999979019165,,,,14.15626950238363,65.5853271484375,,3.4699289798736572,3.962683849377782,25.52700526268935,,39.979481830992405,29.317574300632064,,,500,,,,5336800.0,28952,,1696600,277900,4831040,,21375.0,10135200
2020-09-25,,,,6.46999979019165,,,,13.893712997436523,72.51048278808594,,3.5014021396636963,3.95089054107666,26.716060638427734,,39.50447463989258,30.133644104003906,,,6.46999979019165,,,,14.097925083635232,73.32521057128906,,3.556480512997929,4.012807495402038,26.72549755438336,,40.05864701124027,30.14302265225975,,,6.46999979019165,,,,13.687069296077064,69.2515869140625,,3.4305875170233655,3.9508905410766606,25.76292671376485,,39.34614021593473,29.59428633435571,,,6.46999979019165,,,,14.01040548563729,69.2515869140625,,3.454192266173235,3.9921686043548457,26.064909828726435,,40.05864701124027,29.927282049163455,,,0,,,,4510800.0,19771,,1093300,89600,3568446,,15587.0,6179000
2020-09-28,,,,6.889999866485596,,,,13.947195053100586,70.47367095947266,,3.7374520301818848,3.8329529762268066,25.791236877441406,,38.47530746459961,29.51163101196289,,,6.889999866485596,,,,14.263237292349931,76.5841064453125,,3.7374520301818848,4.006910117829578,27.046353888636567,,41.16699300019525,31.022642123518125,,,6.5,,,,13.83293419170859,69.65895080566406,,3.469929027960461,3.7857782153549544,25.68743080428083,,38.07946946892833,29.370853990593442,,,6.739999771118164,,,,14.073612134278196,73.32521057128906,,3.5250074034739125,3.9331994836713697,26.800994079347934,,40.296155449703875,30.548690610479408,,,2300,,,,3753600.0,14733,,2295200,223400,4110173,,12675.0,14994000
2020-09-29,,,,7.300000190734863,,,,13.687068939208984,68.02949523925781,,3.517138957977295,3.7150166034698486,25.70630645751953,,38.39613342285156,30.473602294921875,,,8.0,,,,14.083337807638943,72.51048278808594,,3.7059788375361444,3.918457859017826,26.234775580897434,,43.54200783055115,30.529910938916828,,,6.880000114440918,,,,13.687068939208984,68.02949523925781,,3.517138957977295,3.7150166034698486,25.347701829533257,,38.39613342285156,29.38023077541716,,,6.889999866485596,,,,13.959351404578118,71.28839874267578,,3.6823737118947593,3.897818968491105,25.574189627770487,,41.56282565643519,29.56324102870645,,,11800,,,,3052400.0,12487,,2196000,171100,3549098,,123462.0,13647000
2020-09-30,,,,7.0,,,,14.491761207580566,70.88103485107422,,3.5014021396636963,3.803469181060791,25.57418441772461,,38.95030975341797,30.83025360107422,,,7.300000190734863,,,,14.681386370070697,70.88103485107422,,3.6823735089724927,3.8476957369051887,25.90447822919055,,39.90031638764992,30.839640767310488,,,6.900000095367432,,,,13.711379732451848,68.02949523925781,,3.5014021396636963,3.664893370492882,24.97021828172152,,38.396137329287264,30.032516318427948,,,7.300000190734863,,,,13.954489295598941,68.84422302246094,,3.532875388657337,3.7445007211187233,25.828981108904145,,39.90031638764992,30.600318150454633,,,800,,,,6990000.0,8149,,2411400,289800,6343447,,22337.0,12749000
2020-10-01,,,,7.0,,,,15.522544860839844,70.47367095947266,,3.517138957977295,3.939096689224243,25.961103439331055,,39.34614181518555,31.393356323242188,,,7.0,,,,15.559011665386338,73.32521057128906,,3.564349209260065,4.02460102447619,26.0837833452709,,39.583645348271034,31.393356323242188,,,6.800000190734863,,,,14.411534258299499,69.2515869140625,,3.4541924565212594,3.7887271901148143,25.253329338071744,,38.15863547472989,30.47361120741769,,,7.0,,,,14.635195533231897,71.69576263427734,,3.517138957977295,3.8034690938745572,25.489254038491516,,39.02947295439863,30.89594048150818,,,1900,,,,11267200.0,12811,,2445100,406300,4512961,,14912.0,10384600
2020-10-02,,,,7.150000095367432,,,,15.191917419433594,68.84422302246094,,3.5407440662384033,3.9892194271087646,25.52700424194336,,38.79197311401367,31.4637451171875,,,7.5,,,,15.938262796872769,70.88103485107422,,3.580085817050682,4.272268272473381,25.998851852000225,,39.979483226940836,31.618597510604545,,,7.0,,,,14.902616437945579,68.02949523925781,,3.485665690139361,3.9243542717425273,25.300516450837595,,38.71280401148959,30.877172714407372,,,7.0,,,,15.318333579581813,70.88103485107422,,3.501402315426124,3.9774257369345625,25.800674809234977,,39.979483226940836,31.196268244725914,,,1800,,,,8187200.0,8825,,2149800,578100,3343595,,15025.0,11590400
2020-10-05,,,,7.0,,,,14.965825080871582,69.2515869140625,,3.5800859928131104,4.00691032409668,25.479820251464844,,39.34614181518555,32.932518005371094,,,7.0,,,,15.53470149723952,70.0663070678711,,3.5958226188724547,4.110105048520159,25.73461881485586,,39.583645348271034,32.932518005371094,,,7.0,,,,14.829683391288102,68.43685913085938,,3.4856658612662828,3.9390963909646612,25.225023492455666,,38.950307626697196,31.496590045032395,,,7.0,,,,15.28916031847194,68.43685913085938,,3.540744240069369,4.04229139657191,25.385451081461444,,39.02947295439863,31.557592280287732,,,300,,,,4346800.0,2086,,1493100,309400,3731846,,30912.0,14472600
2020-10-06,,,,7.0,,,,14.759181022644043,69.65895080566406,,3.6036906242370605,4.039342880249023,25.19670867919922,,39.187808990478516,33.54255676269531,,,7.0,,,,15.174898143660151,70.47367095947266,,3.658769001205016,4.1042083200043376,25.68743192800693,,39.58364697017658,33.922654521660235,,,6.75,,,,14.506346860109696,68.84422302246094,,3.5171389961990585,3.989219624235886,25.04571802072403,,39.02947455359744,32.98883228931059,,,7.0,,,,15.029032780023071,69.2515869140625,,3.595822499064923,4.012807005749861,25.640247347233434,,39.58364697017658,33.0404509454853,,,2400,,,,3696000.0,5268,,1912500,311000,5427101,,14100.0,15523200
2020-10-07,,,,7.0,,,,15.121415138244629,69.65895080566406,,3.6115593910217285,4.065878868103027,25.432632446289062,,38.712806701660156,34.33559799194336,,,7.0,,,,15.20650311509383,70.0663070678711,,3.6981106502537986,4.110105139378796,25.67799406161307,,39.58364801498731,34.814243031245105,,,7.0,,,,14.55740102127149,68.43685913085938,,3.540744383294785,3.9892197354535046,24.753170899531504,,38.712806701660156,33.63640475783777,,,7.0,,,,14.856425675127898,68.43685913085938,,3.580086137629926,4.042291485931448,25.215581578381485,,38.95031025074605,33.683329829494895,,,0,,,,3655600.0,4033,,1686700,272800,4814199,,11487.0,15518000
2020-10-08,,,,6.650000095367432,,,,15.199209213256836,69.2515869140625,,3.6036906242370605,4.092414855957031,25.895042419433594,,39.187808990478516,35.278812408447266,,,6.650000095367432,,,,15.51038914122868,70.47367095947266,,3.6745056267400393,4.2074035580955735,26.112091461920325,,39.58364697017658,35.45712913849036,,,6.650000095367432,,,,15.11168962666742,68.02949523925781,,3.5879539987020372,4.003962029787674,25.338260832117808,,38.791974785771195,34.40599234532108,,,6.650000095367432,,,,15.211364505307735,68.43685913085938,,3.611559124599946,4.068827473136373,25.545874764095245,,38.791974785771195,34.42476309271835,,,800,,,,3806800.0,3544,,1991200,289600,5413568,,15787.0,14436600
2020-10-09,,,,7.0,,,,15.303747177124023,70.0663070678711,,3.800398588180542,4.113053798675537,25.479820251464844,,39.34614181518555,36.08594512939453,,,7.0,,,,15.57602962802916,72.10311889648438,,3.8161352135381756,4.230990995483652,26.32914819464095,,39.425310917877574,36.217336811911004,,,6.619999885559082,,,,15.13600098511609,69.2515869140625,,3.572217332899485,4.048188354490263,25.404324915462123,,39.02947295439863,34.983189416668615,,,6.619999885559082,,,,15.228382878729924,69.2515869140625,,3.603690583614752,4.12484749023797,26.046038880248915,,39.18780738479209,35.16619977162439,,,600,,,,3247200.0,8699,,2684000,409000,4794852,,5300.0,11578600
2020-10-13,,,,7.389999866485596,,,,15.950418472290039,81.06509399414062,,3.761057138442993,4.127795219421387,26.272525787353516,,38.95030975341797,37.14176559448242,,,7.389999866485596,,,,16.057387272838284,81.06509399414062,,3.879081638709622,4.230990212380416,26.546196370933373,,39.5836475095726,37.29192798774,,,7.0,,,,15.449612441931617,70.47367095947266,,3.745320513394727,4.0688267725235425,25.527005761251736,,38.95030975341797,36.297099894812376,,,7.150000095367432,,,,15.461767734524086,70.88103485107422,,3.808267013587792,4.151382598180525,25.574190344627574,,39.34614396351922,36.54580602300582,,,3900,,,,5906400.0,38894,,2049200,407200,5248263,,13062.0,12152600
2020-10-14,,,,7.699999809265137,,,,16.738094329833984,77.80619049072266,,3.7138469219207764,4.110105514526367,26.753808975219727,,39.58364486694336,37.812801361083984,,,7.699999809265137,,,,16.956893324329503,85.13871765136719,,3.8318717984527177,4.228042717332695,26.951986019654434,,39.58364486694336,38.000505231752804,,,7.199999809265137,,,,15.595480037704707,76.17674255371094,,3.6823736715376905,4.095363610211402,26.140405813911283,,38.95030715307075,37.193381093984364,,,7.349999904632568,,,,15.80212281120312,82.28717803955078,,3.7767937978776875,4.127796193361647,26.234774975841294,,39.50447576521401,37.193381093984364,,,2700,,,,11471200.0,38017,,1612000,222500,3713401,,15487.0,13237400
2020-10-15,,,,7.599999904632568,,,,16.39287757873535,75.36202239990234,,3.698110342025757,4.0599822998046875,26.838741302490234,,39.02947235107422,37.901954650878906,,,7.96999979019165,,,,16.648143356680826,79.02828216552734,,3.7767938441379703,4.216248782247035,27.140722601281315,,39.58364473638013,38.141277154811654,,,7.599999904632568,,,,16.288340394549333,74.13993072509766,,3.6351638404885813,4.015755745856547,26.14984105147839,,38.39613463929062,36.649037061139445,,,7.650000095367432,,,,16.49498314800205,77.80619049072266,,3.666637091257169,4.110105277718525,26.432950323476593,,39.425310308434234,37.371694573687954,,,2600,,,,5456400.0,17478,,1977600,236900,5233126,,12200.0,12250400
2020-10-16,,,,8.100000381469727,,,,16.917993545532227,75.36202239990234,,3.58795428276062,4.042291641235352,27.25396728515625,,39.187808990478516,38.50260925292969,,,9.0,,,,17.105188947128095,80.2503662109375,,3.7610575525412213,4.12779597518833,27.329462609556092,,39.425312533295504,39.11733591039258,,,7.699999809265137,,,,16.327239089892547,74.54729461669922,,3.556481029198834,3.9656325056406025,26.640564165644435,,38.55447124295421,37.96765557327505,,,7.949999809265137,,,,16.46094823625369,77.3988265991211,,3.6981106702268716,4.057033825954925,26.88592577432547,,39.425312533295504,38.03804138889799,,,17400,,,,6323600.0,12507,,1945200,211700,3759614,,7775.0,12823400
2020-10-19,,,,7.329999923706055,,,,16.995790481567383,72.51048278808594,,3.627295732498169,4.071776390075684,27.25396728515625,,39.50447463989258,38.50730895996094,,,7.900000095367432,,,,17.382333797397514,76.5841064453125,,3.6902422343322008,4.142538545902586,27.54651347158719,,41.9586638737249,39.3285104306509,,,7.199999809265137,,,,16.794009098632504,72.10311889648438,,3.580085856122645,4.015756139158193,27.036916423125152,,38.871136944061185,38.061515307933824,,,7.800000190734863,,,,17.04198003740181,74.13993072509766,,3.603690606715034,4.057034203982459,27.338899525106072,,39.18780579197688,38.95310619214235,,,4300,,,,5837200.0,11915,,1580000,120000,4218740,,65112.0,11687600
2020-10-20,,,,7.400000095367432,,,,16.718643188476562,71.69576263427734,,3.6666371822357178,4.116002559661865,26.961423873901367,,39.741981506347656,39.20649719238281,,,7.400000095367432,,,,17.304538103069245,74.54729461669922,,3.7217155600427527,4.145486931078184,27.57482705655161,,39.97948504975802,39.39419747971578,,,7.210000038146973,,,,16.645711435248483,71.28839874267578,,3.6272958053941964,4.065879296964405,26.71606223996492,,39.34614352566064,38.23043994557603,,,7.329999923706055,,,,16.995789786035104,73.32521057128906,,3.6272958053941964,4.071776283721191,27.3672130887005,,39.5044779629373,38.901478855236505,,,1000,,,,4731600.0,15305,,1399800,88400,5378181,,24187.0,12935000
2020-10-21,,,,7.5,,,,16.993358612060547,70.47367095947266,,3.6666371822357178,4.192661762237549,27.197345733642578,,39.66281509399414,36.789825439453125,,,7.5,,,,17.294813947071138,72.9178466796875,,3.7217155600427527,4.298804994771025,27.367210213178634,,41.24615942359863,40.923986995504684,,,7.210000038146973,,,,16.56305365225776,70.47367095947266,,3.611559179619437,4.059982651274751,26.829302419218006,,39.583645990018596,36.747590360615966,,,7.210000038146973,,,,16.72593846706186,72.10311889648438,,3.6745056827184746,4.059982651274751,26.90479954783781,,39.97948395991504,40.82544325175688,,,700,,,,5122800.0,11139,,1165500,149700,3986170,,48387.0,41216600
2020-10-22,,,,7.599999904632568,,,,17.049272537231445,69.2515869140625,,3.619426965713501,4.177919387817383,27.37664794921875,,39.187808990478516,38.53076171875,,,7.599999904632568,,,,17.455266906399412,70.88103485107422,,3.6587687140588283,4.263423724907615,27.471018911726524,,39.979484949874646,38.7982385456624,,,7.28000020980835,,,,16.854786004811906,68.43685913085938,,3.59582221685888,4.113053941381545,26.885926522581084,,39.02947455359744,36.813276297410106,,,7.28000020980835,,,,17.236467934496048,70.47367095947266,,3.6587687140588283,4.198558278471777,27.225657296216887,,39.74198140705766,37.37638785627789,,,400,,,,3311200.0,9622,,1041900,134700,3779964,,11275.0,26272600
2020-10-23,,,,7.440000057220459,,,,17.260778427124023,68.02949523925781,,3.627295732498169,4.2015061378479,26.848176956176758,,39.34614181518555,38.32429122924805,,,7.440000057220459,,,,17.282657396808286,69.2515869140625,,3.6745056088736927,4.2368872084245695,27.376647848502298,,39.90031420905795,39.07041314015886,,,7.199999809265137,,,,16.791576911181476,67.21477508544922,,3.603690606715034,4.151382884235015,26.848176956176758,,38.79197319630373,37.84095617269661,,,7.25,,,,17.102756845215737,69.2515869140625,,3.63516385763205,4.186763954811684,27.225657196055916,,39.266976487484115,38.59646166619179,,,1100,,,,3704800.0,10806,,434400,41800,2629244,,13425.0,16192800
2020-10-26,,,,7.349999904632568,,,,17.056568145751953,66.80741119384766,,3.5407440662384033,3.99806547164917,26.678314208984375,,38.79197311401367,38.83108139038086,,,7.699999809265137,,,,17.625443643396725,68.02949523925781,,3.6351638179589827,4.163177157463521,27.272843550460212,,39.58364526430159,39.41296003656736,,,7.0,,,,16.796439127944517,66.4000473022461,,3.509270815664877,3.9921684851353327,26.357457247265803,,38.39613515137442,38.1271947186519,,,7.599999904632568,,,,17.18055268973373,67.62213897705078,,3.6036905673854562,4.154331958876558,26.697188041768896,,39.34614173171992,38.23981558368576,,,11900,,,,3138800.0,7929,,1390300,170500,5029427,,9437.0,12633800
2020-10-27,,,,7.119999885559082,,,,16.976341247558594,64.36323547363281,,3.595822334289551,3.953838586807251,26.895362854003906,,38.23780059814453,39.06102752685547,,,7.460000038146973,,,,17.533062369996326,67.21477508544922,,3.650900333542858,4.042291408856011,27.07466425054771,,39.504476034524956,39.57721051315807,,,7.119999885559082,,,,16.954460422380276,63.54851150512695,,3.4856655854014753,3.9508900937960796,26.687748906255827,,38.15863527086604,38.732548421068465,,,7.389999866485596,,,,17.158673420003225,67.21477508544922,,3.5564805846594196,4.036394422833667,26.7254965686861,,39.18780717542985,38.93432946609584,,,400,,,,3665200.0,16346,,2625300,169000,3981257,,11025.0,13495800
2020-10-28,,,,7.119999885559082,,,,15.960143089294434,57.84544372558594,,3.2417478561401367,3.818211555480957,25.95166778564453,,35.46694564819336,37.1370735168457,,,7.119999885559082,,,,16.653004968868235,64.36323547363281,,3.525007490471927,3.9567876540971594,26.461263070252645,,37.84196582987665,38.802940655270284,,,7.119999885559082,,,,15.736482737779165,57.84544372558594,,3.2417478561401367,3.8182115554809566,25.791238404154516,,35.22944212002883,37.09484202022873,,,7.119999885559082,,,,16.653004968868235,64.36323547363281,,3.5014023646148,3.9361487623910185,26.40464157244971,,37.84196582987665,38.47915152725749,,,0,,,,6326000.0,21116,,2503800,211900,3828884,,30612.0,16259600
2020-10-29,,,,7.0,,,,17.163536071777344,58.252803802490234,,3.273221254348755,3.8860249519348145,26.895362854003906,,34.27943801879883,37.554710388183594,,,7.0,,,,17.25591889974574,62.733787536621094,,3.3440362599138576,4.015755551981834,26.895362854003906,,35.94195151035639,38.2914451719896,,,7.0,,,,15.315903624535226,56.21599197387695,,3.0843817397628333,3.7002741091614806,25.14008572470673,,32.221090318531374,37.22153769794304,,,7.0,,,,15.777812200040483,58.252803802490234,,3.241748001917768,3.7592425637283076,26.046035036178026,,35.78361707187428,37.2590791904035,,,400,,,,9364000.0,18440,,2023800,156900,7250871,,18962.0,17743200
