Price,Adj Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,GETN3.SA,ALLD3.SA,BMOB3.SA,DTCY3.SA,ENJU3.SA,GETN3.SA,INTB3.SA,LWSA3.SA,NEXP3.SA,NGRD3.SA,POSI3.SA,SYNE3.SA,TOTS3.SA,TRAD3.SA,VSTE3.SA,WEGE3.SA,ALLD3.SA,BMOB3.SA,DTCY3.SA,ENJU3.SA,GETN3.SA,INTB3.SA,LWSA3.SA,NEXP3.SA,NGRD3.SA,POSI3.SA,SYNE3.SA,TOTS3.SA,TRAD3.SA,VSTE3.SA,WEGE3.SA,ALLD3.SA,BMOB3.SA,DTCY3.SA,ENJU3.SA,GETN3.SA,INTB3.SA,LWSA3.SA,NEXP3.SA,NGRD3.SA,POSI3.SA,SYNE3.SA,TOTS3.SA,TRAD3.SA,VSTE3.SA,WEGE3.SA,ALLD3.SA,BMOB3.SA,DTCY3.SA,ENJU3.SA,GETN3.SA,INTB3.SA,LWSA3.SA,NEXP3.SA,NGRD3.SA,POSI3.SA,SYNE3.SA,TOTS3.SA,TRAD3.SA,VSTE3.SA,WEGE3.SA,ALLD3.SA,BMOB3.SA,DTCY3.SA,ENJU3.SA,GETN3.SA,INTB3.SA,LWSA3.SA,NEXP3.SA,NGRD3.SA,POSI3.SA,SYNE3.SA,TOTS3.SA,TRAD3.SA,VSTE3.SA,WEGE3.SA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-16,,3.165193796157837,12.229133605957031,4.400000095367432,0.9100000262260437,,23.50743293762207,6.9297356605529785,3.9700000286102295,32.24319839477539,5.794060707092285,2.6617488861083984,27.443571090698242,5.739998817443848,16.189922332763672,38.650821685791016,3.2851378677298126,12.67968041663052,4.400000095367432,0.949999988079071,,24.528656984717227,7.087006102864719,4.010000228881836,34.49272386417832,6.0326958200755865,2.698717762641553,28.112690497748687,6.299999237060547,16.249736785183924,39.01104240280322,3.1318758396271633,12.183159244750184,4.400000095367432,0.8999999761581421,,23.50743293762207,6.772464749538348,3.950000047683716,32.24319839477539,5.774969916260035,2.6617488861083984,27.26901989069283,5.739998817443848,15.362481785326054,38.36848482283491,3.19851175268851,12.459004535103261,4.400000095367432,0.9100000262260437,,24.307070964252777,7.037858855290856,3.9800000190734863,33.74288204104401,5.822696665760481,2.6913240225910555,27.74419105378944,6.159998893737793,16.249736785183924,38.446372390774656,160000.0,517400.0,300,1140700.0,,549700.0,12820600.0,6900,23024.0,5793800,222500,4683600,190385.0,42600.0,4265800
2023-05-17,,3.1851847171783447,12.367055892944336,4.400000095367432,0.9599999785423279,,24.403413772583008,6.998541355133057,4.0,33.242984771728516,6.194967269897461,2.6765363216400146,27.773284912109375,6.089999198913574,16.000507354736328,38.41716384887695,3.21850235683942,12.44061452059744,4.400000095367432,0.9700000286102295,,24.403413772583008,7.047688603482346,4.0,33.492932025651285,6.242694474214101,2.698717717702812,27.80237770664574,6.089999198913574,16.150046334931737,39.001309484306184,3.178520998599975,12.137184962306382,4.400000095367432,0.9300000071525574,,23.661580380064944,6.801953299141695,3.990000009536743,31.243406740346348,5.870423828089504,2.646961361930504,27.23992995967015,5.669999122619629,15.571833952039574,38.329542189256756,3.198511836591493,12.201549419168856,4.400000095367432,0.9300000071525574,,23.767557104018014,7.03785896633133,3.990000009536743,32.4931430099602,5.9086054094786755,2.6765363216400146,27.501759561614232,5.669999122619629,16.000507354736328,38.83580025440858,31400.0,694900.0,0,649600.0,,728700.0,13410100.0,4800,26016.0,6855800,167900,5761400,148128.0,16600.0,3886400
2023-05-18,,3.3117921352386475,12.670485496520996,4.71999979019165,1.059999942779541,,24.952560424804688,7.17547082901001,4.0,33.242984771728516,6.309512615203857,2.72829270362854,28.180574417114258,6.369998931884766,16.11016845703125,38.26139831542969,3.3917551680729665,12.77162926757152,4.71999979019165,1.1399999856948853,,25.12597619922688,7.4212061249527785,4.130000114440918,33.992826533496824,6.443148153157784,2.7430801836253886,28.33573228668023,6.369998931884766,16.887763913535633,38.53400113950457,3.2051751817843344,12.321081575475938,4.5,0.9599999785423279,,24.297434982577087,6.919905896252147,3.950000047683716,32.4931430099602,6.128149871829061,2.676536347358904,27.550245340799037,5.94999885559082,15.651586886810797,38.047214891944684,3.2251660194288103,12.321081575475938,4.679999828338623,0.9599999785423279,,24.37450845592289,6.978882311034066,4.019999980926514,33.492932025651285,6.175876622089567,2.6839302636379947,27.773284547096658,5.94999885559082,15.651586886810797,38.407435675251385,211600.0,487500.0,1100,3991000.0,,648000.0,9508400.0,6900,31564.0,4080200,263700,4160100,247400.0,26100.0,5386900
2023-05-19,,4.044785022735596,12.66129207611084,4.71999979019165,1.0700000524520874,,25.694393157958984,7.293423652648926,4.0,32.24319839477539,6.4240570068359375,2.76526141166687,28.035112380981445,6.509998798370361,16.449121475219727,39.06946563720703,4.044785022735596,13.047474457114264,4.71999979019165,1.1200000047683716,,25.95451681355564,7.598135363126077,4.119999885559082,33.74288204104401,6.586328950102457,2.794836371746623,28.45209982280388,6.579998970031738,16.59865856288282,39.410214528156196,3.331783285294806,12.62451188308492,4.71999979019165,1.059999942779541,,24.586461315233404,7.008370747083111,3.990000009536743,32.24319839477539,6.252239896109215,2.7208989715472414,27.63752013404089,6.299999237060547,15.860940615806612,38.056949341408995,3.391755486108069,12.799214292405772,4.71999979019165,1.090000033378601,,25.048902144576452,7.234447237914917,3.990000009536743,33.2429874922878,6.357239013973154,2.7282927115671796,28.36482329546302,6.369998931884766,16.59865856288282,38.42690793292835,324800.0,540400.0,0,661700.0,,1856700.0,12218300.0,11800,43676.0,4523000,180900,6885400,102057.0,17200.0,11502300
2023-05-22,,4.071438789367676,12.698071479797363,4.71999979019165,1.1399999856948853,,25.299392700195312,7.3818888664245605,4.110000133514404,33.49293518066406,6.557692527770996,2.7430801391601562,28.035112380981445,6.579998970031738,16.598657608032227,39.29338455200195,4.857739438723257,12.955526694537397,4.71999979019165,1.1799999475479126,,26.079761869929225,7.450694452593358,4.190000057220459,33.49293518066406,6.634055687981843,2.809623798067304,28.403613685226773,6.719998836517334,16.71828841216119,39.799642670067605,3.8715316884372095,12.256718806212092,4.71999979019165,1.059999942779541,,25.27048945776939,7.165641533229446,4.0,32.24319879332585,6.376329794690067,2.7208989195244406,27.83146838360449,6.369998931884766,16.169983253648535,38.7968605242965,4.051447952177198,12.486589752880569,4.71999979019165,1.0700000524520874,,25.7907367959764,7.273765199827003,4.0,32.49314607079349,6.424056997402015,2.7652613587958723,28.02541478354051,6.369998931884766,16.71828841216119,38.845542117749936,354700.0,767200.0,0,1699300.0,,949000.0,6483000.0,6600,26972.0,2852600,236700,2962200,97571.0,12200.0,6401900
2023-05-23,,3.8981857299804688,12.670485496520996,4.900000095367432,1.059999942779541,,25.077804565429688,7.254106044769287,4.130000114440918,36.49230194091797,6.33814811706543,2.7356863021850586,27.947837829589844,6.579998970031738,16.498966217041016,39.15707778930664,4.111419939056926,12.937135741938537,4.900000095367432,1.159999966621399,,25.694392317723985,7.60796453326812,4.130000114440918,37.24214376162176,6.64360120836943,2.765261260649655,28.529680769790133,6.719998836517334,16.54881317960601,39.789897534884105,3.7582508299214745,12.504979022153979,4.699999809265137,1.0299999713897705,,25.077804565429688,7.224617603042944,4.019999980926514,32.743092837399,6.299966537547471,2.72089882295276,27.7054034253087,6.509998798370361,16.27964528615663,38.96236259301993,3.9714850389979324,12.661291325697505,4.699999809265137,1.1399999856948853,,25.25121849258012,7.401547315995241,4.019999980926514,32.99304011096693,6.5863288390924914,2.7504737814173565,27.75389141594156,6.509998798370361,16.54881317960601,39.234961639491246,179500.0,317800.0,400,1971800.0,,1463000.0,8917400.0,10100,59052.0,2666100,178000,3771700,53628.0,11400.0,5552000
2023-05-24,,3.85154128074646,12.835993766784668,4.900000095367432,1.100000023841858,,25.270488739013672,7.234447479248047,4.110000133514404,35.49251174926758,6.26178503036499,2.6987178325653076,27.356294631958008,6.579998970031738,16.638534545898438,38.76765441894531,3.978148754900004,12.946331716558463,4.900000095367432,1.1200000047683716,,25.376465453984547,7.303253064381561,4.199999809265137,36.74224807846714,6.366784602832486,2.743080274017722,28.09329537128418,6.719998836517334,16.748194052270744,39.2641784451089,3.7515877273809792,12.569343502275975,4.900000095367432,1.0,,24.836951140415326,7.067347397575976,4.070000171661377,34.99261721758776,6.204512660426448,2.6543552148322203,27.220531970638923,6.369998931884766,16.24973587331665,38.699504644983115,3.898186039305054,12.688876500419607,4.900000095367432,1.059999942779541,,25.07780597438437,7.234447479248047,4.170000076293945,36.49230081262723,6.309512232893944,2.735686533775653,27.947835112781227,6.649999141693115,16.648503937653565,39.040253514794095,61700.0,251400.0,0,1193600.0,,555900.0,6395800.0,9600,16980.0,1997500,212400,2742700,128871.0,24600.0,3074900
2023-05-25,,3.8915226459503174,12.955526351928711,5.599999904632568,1.159999966621399,,25.71366310119629,7.775064945220947,4.150000095367432,37.492088317871094,6.4240570068359375,2.7430801391601562,28.936969757080078,6.999999046325684,16.74819564819336,38.00825881958008,4.02479383886221,13.406073185031083,5.599999904632568,1.159999966621399,,26.16646953654909,7.804553388220916,4.25,38.741824595133465,6.53860174732042,2.7578676189173,29.169706556109556,7.0699992179870605,16.74819564819336,39.21548624367406,3.8315504502681716,12.835993357595582,4.900000095367432,1.1100000143051147,,25.37646595940835,7.470353221501475,4.079999923706055,35.4925102742513,6.34769384651295,2.691323960010153,27.81207430362377,6.509998798370361,16.339460054620268,37.82327772839243,3.9514945238888752,12.891162769167813,4.900000095367432,1.1299999952316284,,25.559516151392074,7.470353221501475,4.079999923706055,36.24235204060872,6.34769384651295,2.691323960010153,27.918746030122655,6.509998798370361,16.339460054620268,39.1960143543973,59200.0,519400.0,1000,789900.0,,944400.0,7715300.0,10400,28480.0,2931800,227300,6930000,264842.0,26900.0,7746200
2023-05-26,,4.251355171203613,13.130227088928223,5.599999904632568,1.2300000190734863,,26.070127487182617,7.9028472900390625,4.070000171661377,39.491668701171875,6.538601875305176,2.7356863021850586,28.859390258789062,6.999999046325684,16.698348999023438,38.46584701538086,4.304663648200942,13.304929484295501,5.599999904632568,1.2899999618530273,,26.30134791413865,8.119094618689022,4.119999885559082,40.74140505247478,6.624510659930261,2.80962369834655,29.247284916240336,7.139998912811279,16.698348999023438,38.58267838687029,3.96482163072759,13.02908419684948,5.599999904632568,1.149999976158142,,25.492075501004233,7.735747209364883,4.059999942779541,37.49209053908722,6.4431479230330515,2.7356863021850586,28.549074532828044,6.719998836517334,16.42918112597067,38.01800456632419,3.96482163072759,13.185396497172626,5.599999904632568,1.149999976158142,,25.78110241288173,7.873359316215909,4.070000171661377,38.49187962012955,6.557692665759601,2.743080041801208,29.247284916240336,6.859999179840088,16.54881192559425,38.339285267093715,113900.0,345100.0,0,2270800.0,,574100.0,6903000.0,7900,39224.0,2626300,170900,3580100,116100.0,20800.0,6524500
2023-05-29,,4.4512619972229,12.992305755615234,5.599999904632568,1.2200000286102295,,25.231952667236328,7.824212074279785,4.019999980926514,39.491668701171875,6.538601875305176,2.787442684173584,28.41330909729004,6.859999179840088,16.698348999023438,37.85249710083008,4.551215551301796,13.157813114568311,5.599999904632568,1.25,,26.176103165876633,8.010970491844967,4.110000133514404,40.991352322735366,6.586329079021411,2.802230164491693,28.81090133953239,6.999999046325684,16.78807162337436,38.49505475577837,4.264682326169645,12.863577712330834,5.599999904632568,1.1699999570846558,,25.203049425923307,7.794723631730976,4.010000228881836,38.49187962012955,6.404966342124202,2.7430802432192576,28.306639225955365,6.719998836517334,16.289613444299032,37.7064597508438,4.291336564891538,13.093448654482085,5.599999904632568,1.2400000095367432,,26.176103165876633,7.942164907069235,4.099999904632568,39.2417214309113,6.586329079021411,2.7430802432192576,28.67513867621868,6.999999046325684,16.688379607265883,38.465845057450665,64200.0,215900.0,0,688200.0,,641700.0,2676400.0,6900,18860.0,1720900,216700,2477600,151657.0,64600.0,3442100
2023-05-30,,4.3246541023254395,12.881967544555664,5.599999904632568,1.2200000286102295,,24.557558059692383,7.725917816162109,4.150000095367432,38.491878509521484,6.4717841148376465,2.8170175552368164,28.229061126708984,6.859999179840088,16.249736785888672,37.32676696777344,4.617851039088049,13.111838481995038,5.599999904632568,1.2699999809265137,,25.434269487224647,8.030629526117108,4.150000095367432,39.99156208781453,6.605419643445762,2.8391987750086813,28.694534714289855,6.929998874664307,16.907701466941475,38.22245181718213,4.251355106442473,12.762434551860625,5.599999904632568,1.1799999475479126,,24.355240886066404,7.607964518193336,4.070000171661377,38.24193124647264,6.433602080074996,2.7504738959212216,28.015717678513706,6.789999008178711,16.040385251675126,37.219673406673685,4.464589011183585,12.964721222335925,5.599999904632568,1.2699999809265137,,25.25121930329411,7.922506333641478,4.070000171661377,39.24172029866801,6.576783231163857,2.7874425955409965,28.43270512766526,6.929998874664307,16.788072562095778,38.14456795430854,50600.0,305600.0,0,906900.0,,990300.0,5710600.0,1900,15796.0,2159500,405200,3304200,117257.0,68000.0,6349200
2023-05-31,,4.424607753753662,13.029085159301758,5.800000190734863,1.2000000476837158,,24.26853370666504,7.529329299926758,4.099999904632568,37.74203872680664,6.4717841148376465,2.846592426300049,27.8896541595459,6.719998836517334,16.84788703918457,36.616058349609375,4.551215546418609,13.093448742934738,5.800000190734863,1.2300000190734863,,24.55755877384335,7.942164671128475,4.210000038146973,38.74182783215251,6.519510861760379,2.846592426300049,28.248456042979285,6.929998874664307,16.84788703918457,37.32676575189419,4.27134572239542,12.799214215597617,5.800000190734863,1.1399999856948853,,23.806091026572556,7.401547302552366,4.019999980926514,37.74203872680664,6.280875761665722,2.7652612896689015,27.76358723321589,6.649999141693115,16.020446490499662,36.616058349609375,4.391290114258838,12.826798483313457,5.800000190734863,1.2100000381469727,,24.38414299850574,7.696429375765822,4.099999904632568,38.74182783215251,6.347693753549946,2.7948362484438642,27.986628291424122,6.789999008178711,16.419212676347723,37.200200300727765,49800.0,244500.0,100,1129800.0,,833300.0,12583100.0,29600,12552.0,1702200,164500,4839200,103457.0,101400.0,12497500
2023-06-01,,4.457925796508789,12.835993766784668,5.800000190734863,1.2899999618530273,,24.856220245361328,8.423806190490723,4.179999828338623,40.491455078125,6.509965896606445,2.846592426300049,29.17940330505371,6.929998874664307,16.84788703918457,36.20716094970703,4.591196992531816,13.065864714702094,5.800000190734863,1.350000023841858,,24.933293725285832,8.463123802891621,4.199999809265137,40.99134958526235,6.57678343540535,2.950104958293078,29.305468373916828,7.279998779296875,16.947579061013375,36.99575603374043,4.298000043537561,12.65209718382834,5.800000190734863,1.1699999570846558,,23.902435242204326,7.598135861368925,4.039999961853027,37.492088035300924,6.175876381970536,2.772655029362642,27.860559632626728,6.719998836517334,16.668441780186154,36.20716094970703,4.36463595929267,13.065864714702094,5.800000190734863,1.2000000476837158,,24.297437056514497,7.598135861368925,4.039999961853027,38.24192979600694,6.538601854617306,2.8318049469125675,27.97692895356989,6.719998836517334,16.84788703918457,36.830250486780336,94300.0,702000.0,0,2983000.0,,1467600.0,14709800.0,4100,40652.0,5440500,1037600,4512800,215142.0,13500.0,10739000
2023-06-02,,4.531225204467773,13.075058937072754,5.800000190734863,1.25,,24.33597183227539,8.207559585571289,4.25,39.99156188964844,6.529056549072266,2.942711353302002,27.957534790039062,6.929998874664307,16.658472061157227,36.67447280883789,4.584533683950801,13.17620183208715,5.800000190734863,1.350000023841858,,25.415000423390044,8.728518171196198,4.360000133514404,41.741192722320555,6.824964021508653,3.0092551898723725,29.518812909879646,7.279998779296875,16.93760933651012,36.89839774299826,4.464589287370388,12.826797908099211,5.800000190734863,1.2300000190734863,,24.181824890687583,8.109265088326227,4.039999961853027,39.24172010421753,6.471784179100094,2.8096238564419282,27.375691863109903,6.859999179840088,16.658472061157227,35.95403126775529,4.544552324338531,12.872772270155943,5.800000190734863,1.309999942779541,,25.415000423390044,8.551588451117407,4.21999979019165,39.99156188964844,6.557692506478183,2.861380036667253,29.48002251825812,6.929998874664307,16.728257806095794,36.294780143418116,43300.0,439700.0,0,2344300.0,,4569300.0,9596400.0,14200,17652.0,4136200,419800,8452600,98542.0,9000.0,9999400
2023-06-05,,4.531225204467773,13.0934476852417,5.800000190734863,1.2699999809265137,,24.41304588317871,8.040459632873535,4.619999885559082,40.74140548706055,6.605419635772705,2.9353175163269043,27.83146858215332,6.929998874664307,16.84788703918457,36.635520935058594,4.5978608038215585,13.231370766455548,5.800000190734863,1.340000033378601,,24.54792400087893,8.335341254571269,4.75,41.24130003291405,6.624510425551688,2.9353175163269043,27.879954720076327,6.999999046325684,16.85785643151417,37.11256920736048,4.404617406823783,12.762433868726843,5.800000190734863,1.25,,23.6615781468992,7.932335496672273,4.139999866485596,38.991774576573285,6.424056905292202,2.8539862023782336,27.34659980441286,6.789999008178711,16.578719150686947,36.45053985022548,4.544552324338531,13.056668372295604,5.800000190734863,1.2599999904632568,,24.37450822807777,8.237047693140628,4.25,39.24172184950003,6.557692433745082,2.9353175163269043,27.76358539958247,6.859999179840088,16.768133802014958,36.78155452879298,37700.0,358600.0,0,1720600.0,,1336300.0,5663200.0,43800,15352.0,2323000,331900,3309200,131057.0,13600.0,4888100
2023-06-06,,4.797767162322998,13.37848949432373,5.800000190734863,1.3200000524520874,,25.193418502807617,8.856300354003906,4.800000190734863,41.49124526977539,6.910872459411621,2.9722862243652344,28.675138473510742,7.139998912811279,16.84788703918457,37.190467834472656,4.797767162322998,13.442853079858802,5.800000190734863,1.350000023841858,,25.2801264011839,8.895617964139314,5.110000133514404,42.49103431242058,6.958599662731895,3.001861183607768,28.772112596461113,7.209999084472656,16.897734000832553,37.31703329116441,4.431271240582858,13.15781359229941,5.800000190734863,1.2699999809265137,,24.32634135662161,8.0994351871401,4.699999809265137,39.741614445146304,6.586329024378926,2.927923785501434,28.006019059743494,6.929998874664307,16.558782267494912,36.83024707268672,4.584533263926865,13.15781359229941,5.800000190734863,1.2799999713897705,,24.61536645949135,8.0994351871401,4.75,39.991561705807605,6.614964982242815,2.935317525312067,28.064204643290246,6.929998874664307,16.668441780186154,36.87892495175766,152000.0,190700.0,0,923800.0,,974200.0,9486900.0,76100,68080.0,4238800,354700,4805800,121600.0,27200.0,6913000
2023-06-07,,4.617851257324219,13.442852020263672,5.800000190734863,1.350000023841858,,26.147199630737305,8.679370880126953,5.090000152587891,40.99135208129883,6.9204182624816895,2.9944677352905273,28.801206588745117,7.209999084472656,16.67841148376465,37.141788482666016,4.997674644709863,13.608359372180303,5.800000190734863,1.350000023841858,,26.465127931301723,9.062718292620964,5.119999885559082,43.2408775003945,7.139962584187523,3.0018612991049674,29.19879884474954,7.559998989105225,16.857856746111832,37.43385945939469,4.617851257324219,13.121033241066689,5.800000190734863,1.2999999523162842,,25.241586797357755,8.522100435228628,4.880000114440918,40.74140481251042,6.700873940775857,2.9427113783440952,28.423007678437095,6.929998874664307,16.67841148376465,36.9276013665858,4.764449891505455,13.470436286620439,5.800000190734863,1.3200000524520874,,25.415000730557566,8.856300599340464,4.880000114440918,42.24108842524086,6.996781425655831,2.9870738189147494,28.84969272742756,7.0699992179870605,16.788072899969528,37.37544377849537,67500.0,411600.0,0,1222700.0,,1317700.0,8732000.0,35600,39904.0,3869700,185300,4864600,212714.0,13900.0,7235000
2023-06-09,,4.884393692016602,13.332514762878418,5.800000190734863,1.3300000429153442,,26.677082061767578,8.895618438720703,5.059999942779541,40.74140548706055,7.197234630584717,2.9944677352905273,28.956363677978516,7.279998779296875,16.249736785888672,36.80103302001953,4.9976743617212565,13.44285271086188,5.800000190734863,1.399999976158142,,27.11061966258967,8.984083300596414,5.199999809265137,42.74098367047456,7.235416210442434,3.0314362594854036,29.23758660414834,7.489998817443848,16.81798073904078,37.774605341786625,4.757785903390434,13.203786718453683,5.800000190734863,1.3300000429153442,,26.29171469295575,8.64988312791298,5.059999942779541,40.24151094120704,6.968145151438414,2.950105118439204,28.73332263697011,7.139998912811279,16.249736785888672,36.73288325460653,4.7777767406444935,13.424463491308666,5.800000190734863,1.340000033378601,,26.40732398481102,8.826811914258585,5.199999809265137,40.49145821413379,6.996781108751534,2.9870738189147494,28.99515221796199,7.279998779296875,16.64850487262008,37.24887539670031,121800.0,316400.0,0,1625800.0,,711400.0,7284400.0,9100,22828.0,3349500,469500,3621100,96314.0,12600.0,8603000
2023-06-12,,5.024328708648682,13.516410827636719,5.800000190734863,1.3200000524520874,,26.46512794494629,8.75800609588623,4.929999828338623,40.99135208129883,7.521778583526611,2.964892625808716,29.586692810058594,7.279998779296875,16.74819564819336,36.752357482910156,5.0643100662812675,13.534800923377006,5.800000190734863,1.3899999856948853,,26.92757061311374,9.033229374248066,5.150000095367432,42.990930231606086,7.626777701518235,3.0314361070376257,29.761245864630887,7.349998950958252,16.937610306655866,37.015222472162606,4.797767364320445,13.203786215156072,5.800000190734863,1.2899999618530273,,26.282079597989366,8.738347758991853,4.920000076293945,40.99135208129883,7.178143906494949,2.9574987098047703,29.130916828385732,7.139998912811279,16.080261548689265,36.616057943420124,5.004338188704182,13.332514254673994,5.800000190734863,1.350000023841858,,26.92757061311374,8.974253426159141,5.150000095367432,41.741193887664046,7.225871109335024,3.0314361070376257,29.315165630765296,7.279998779296875,16.698350586135074,36.96654459575672,63000.0,305400.0,0,1711900.0,,876400.0,4948900.0,8400,68780.0,2551500,240000,3953000,116914.0,18100.0,7812500
2023-06-13,,4.697814464569092,13.001500129699707,5.800000190734863,1.2699999809265137,,25.93524742126465,8.463123321533203,5.300000190734863,38.741825103759766,7.359506607055664,2.9131362438201904,29.04364013671875,6.999999046325684,16.897733688354492,36.36293029785156,5.31086230978842,13.608359245214684,5.800000190734863,1.350000023841858,,26.802324416787446,8.846470723692628,5.599999904632568,41.49124494983304,7.6649592473491195,2.972286161045158,29.80973183346084,7.279998779296875,16.947578747613562,36.92760411356486,4.651169385128482,12.881967140751604,5.800000190734863,1.2300000190734863,,25.8389051245229,8.404147374989149,4.96999979019165,38.741825103759766,7.321325027018982,2.8909550248608276,28.888482277894337,6.929998874664307,16.628565804834402,36.24610264124628,5.057647026700622,13.608359245214684,5.800000190734863,1.309999942779541,,26.590372834016772,8.787493839742805,4.96999979019165,41.49124494983304,7.6172324998834355,2.972286161045158,29.61578543474411,7.139998912811279,16.88776429620925,36.898398127884604,101000.0,659100.0,0,1140700.0,,629100.0,3946700.0,44400,30784.0,1932200,240200,6850000,406900.0,38200.0,10187500
2023-06-14,,4.811094284057617,13.258955955505371,5.800000190734863,1.350000023841858,,26.8794002532959,9.141353607177734,5.400000095367432,40.99135208129883,7.922685623168945,2.9131362438201904,28.99515151977539,9.799999237060547,16.90770149230957,36.86918640136719,4.8444122395751625,13.304930319112364,5.800000190734863,1.3600000143051147,,27.255135059913112,9.161011944285203,5.460000038146973,40.99135208129883,7.989503160887694,2.9870736403514,29.383046158407755,9.799999237060547,16.90770149230957,36.86918640136719,4.65783226061534,12.927942115933504,5.800000190734863,1.2599999904632568,,25.925615290485986,8.463123634962674,5.340000152587891,39.491668468568385,7.378597422994387,2.8687738059014647,28.510282759078052,6.999999046325684,16.738227527101753,36.42134398076439,4.824421402715921,12.992305698850465,5.800000190734863,1.2799999713897705,,25.925615290485986,8.551588495460795,5.460000038146973,39.491668468568385,7.435869793250603,2.9870736403514,28.99515151977539,7.0699992179870605,16.90770149230957,36.577115418969015,91800.0,319300.0,0,757600.0,,1485100.0,11042400.0,12700,34128.0,2914500,318900,6924000,9896671.0,18000.0,11544100
2023-06-15,,4.644505500793457,13.323319435119629,5.800000190734863,1.3300000429153442,,26.002687454223633,9.377259254455566,6.150000095367432,42.49103546142578,8.638590812683105,2.9279239177703857,29.431535720825195,11.269998550415039,16.68838119506836,36.8399772644043,4.931039050700044,13.452047476843505,5.800000190734863,1.3700000047683716,,27.51525550587017,9.416576865982194,6.150000095367432,43.49082453110639,8.676772392317213,2.950105138204323,29.431535720825195,13.439998626708984,16.947579701024807,36.986014600047035,4.637842099821274,13.102643543782733,5.800000190734863,1.3200000524520874,,25.46317314481582,9.052888725009446,5.179999828338623,41.49124639174518,7.970412713925882,2.905742697336449,28.79150907039034,9.029998779296875,16.68838119506836,36.56737819934715,4.824421775452747,13.268150900729427,5.800000190734863,1.340000033378601,,27.149156969594713,9.121694310829593,5.269999980926514,41.49124639174518,8.00859429355999,2.905742697336449,28.966062129532144,9.379999160766602,16.937610308318725,36.90812703066858,134400.0,402900.0,0,521400.0,,13501700.0,6508400.0,44300,44772.0,4243700,74500,5881200,3528628.0,59000.0,6148900
2023-06-16,,4.611187934875488,12.9647216796875,5.800000190734863,1.340000033378601,,25.193418502807617,9.27896499633789,6.300000190734863,41.49124526977539,8.552681922912598,2.883561372756958,28.975759506225586,13.089999198913574,16.88776397705078,36.84971237182617,4.731132014003192,13.323319793534711,5.800000190734863,1.350000023841858,,25.993056580829137,9.4657243589622,6.369999885559082,42.740981573081875,8.772225775455889,2.942711291777806,29.489721114850365,13.299999237060547,16.94757842732467,37.28782067697601,4.604524216052147,12.90035721865005,5.800000190734863,1.3200000524520874,,24.894758984831984,9.249477021283568,6.010000228881836,41.49124526977539,8.476318764608788,2.883561372756958,28.917575766450547,10.84999942779541,16.65847176497787,36.70367874603211,4.697814373117297,13.323319793534711,5.800000190734863,1.3300000429153442,,25.993056580829137,9.337941883852363,6.159999847412109,42.49103431242058,8.638590703584548,2.920530072144988,29.353958438832695,11.339999198913574,16.788071958949573,36.713412835531514,51800.0,427700.0,0,245500.0,,2789300.0,4652900.0,30200,12148.0,2160000,111100,5819000,1461714.0,20300.0,10825900
2023-06-19,,4.697814464569092,12.93713665008545,5.800000190734863,1.3300000429153442,,24.952560424804688,9.308453559875488,6.400000095367432,47.24003219604492,9.020406723022461,2.920530080795288,29.082429885864258,13.299999237060547,17.7750186920166,36.67447280883789,4.697814464569092,13.010695283165047,5.800000190734863,1.350000023841858,,25.27048873205319,9.318282259587955,6.480000019073486,48.48976849752759,9.02995234563179,2.9427113004938046,29.256982946706568,15.049999237060547,18.123939799669877,37.18073093402566,4.59786090447842,12.79921443228322,5.800000190734863,1.2999999523162842,,24.528655402614497,9.121694204251757,6.119999885559082,41.49124520922464,8.533590893794793,2.86137998531858,28.8690882835168,12.389999389648438,16.768132936316377,36.57711704832971,4.6178514258503895,12.891163162076756,5.800000190734863,1.340000033378601,,25.097072957631,9.278964648520715,6.28000020980835,42.49103425041078,8.63859092185606,2.8835613812977607,28.956364813937952,13.299999237060547,16.907700618790862,36.86918804373845,40400.0,259600.0,0,849100.0,,1424600.0,2339200.0,17600,99536.0,2961700,155900,1595600,1609557.0,83200.0,3436700
