Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,ALPK3.SA,AVLL3.SA,CYRE3.SA,DIRR3.SA,EVEN3.SA,EZTC3.SA,HBOR3.SA,HBRE3.SA,JHSF3.SA,JOPA3.SA,JOPA4.SA,LOGG3.SA,MRVE3.SA,MTRE3.SA,MULT3.SA,RSID3.SA,SCAR3.SA,TEND3.SA,TRIS3.SA,ALPK3.SA,AVLL3.SA,CYRE3.SA,DIRR3.SA,EVEN3.SA,EZTC3.SA,HBOR3.SA,HBRE3.SA,JHSF3.SA,JOPA3.SA,JOPA4.SA,LOGG3.SA,MRVE3.SA,MTRE3.SA,MULT3.SA,RSID3.SA,SCAR3.SA,TEND3.SA,TRIS3.SA,ALPK3.SA,AVLL3.SA,CYRE3.SA,DIRR3.SA,EVEN3.SA,EZTC3.SA,HBOR3.SA,HBRE3.SA,JHSF3.SA,JOPA3.SA,JOPA4.SA,LOGG3.SA,MRVE3.SA,MTRE3.SA,MULT3.SA,RSID3.SA,SCAR3.SA,TEND3.SA,TRIS3.SA,ALPK3.SA,AVLL3.SA,CYRE3.SA,DIRR3.SA,EVEN3.SA,EZTC3.SA,HBOR3.SA,HBRE3.SA,JHSF3.SA,JOPA3.SA,JOPA4.SA,LOGG3.SA,MRVE3.SA,MTRE3.SA,MULT3.SA,RSID3.SA,SCAR3.SA,TEND3.SA,TRIS3.SA,ALPK3.SA,AVLL3.SA,CYRE3.SA,DIRR3.SA,EVEN3.SA,EZTC3.SA,HBOR3.SA,HBRE3.SA,JHSF3.SA,JOPA3.SA,JOPA4.SA,LOGG3.SA,MRVE3.SA,MTRE3.SA,MULT3.SA,RSID3.SA,SCAR3.SA,TEND3.SA,TRIS3.SA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-02,,,24.95711898803711,10.979520797729492,12.043859481811523,45.52355194091797,20.14040756225586,,5.5522918701171875,23.423059463500977,20.777496337890625,26.024938583374023,20.10939598083496,,28.324846267700195,9.789999961853027,39.99695587158203,29.73690414428711,12.907855033874512,,,24.95711898803711,11.092784918976637,12.169856837551924,45.74759219616382,20.403107862376086,,5.5522918701171875,23.423059463500977,20.777496337890625,26.258238625776155,20.22715294079849,,28.42615629378716,9.8100004196167,40.31951288128252,29.803029394986254,12.965590385000427,,,23.85807452363161,10.604333268992173,11.413872703109519,44.07589760620865,19.790139938692963,,5.274677189521226,23.423059463500977,20.777496337890625,25.823818492099573,19.593072218047553,,27.826734076940102,8.5,39.89509695621639,28.338853704325278,12.47896823642535,,,23.90620739992106,10.625571181469066,11.42869625405583,44.59291560269615,20.14040756225586,,5.3331226604575415,23.423059463500977,20.777496337890625,26.137568412320913,19.719889399236322,,27.868946319427366,9.079999923706055,40.311025987517276,28.631688842457475,12.701659261534187,,,4995800,1210689,1497800,1304800,1557440,,6707700,0,0,349700,4039800,,2378100,639900,11300,803204,1983400
2020-01-03,,,26.312875747680664,10.972440719604492,11.977155685424805,45.88546371459961,21.10364532470703,,5.932186126708984,23.423059463500977,20.777496337890625,25.172189712524414,20.10939598083496,,28.324846267700195,9.5,39.912078857421875,29.774686813354492,13.443964004516602,,,26.312875747680664,11.092784136521905,12.12538837710476,46.833331133762016,21.10364532470703,,5.990631255309397,23.423059463500977,20.777496337890625,26.33064025764107,20.245269927787024,,28.67099180903601,10.130000114440918,40.523238900347785,29.87859580825771,13.443964004516602,,,24.35545555918987,10.689281453309116,11.73257273370908,44.6963183824473,19.52743847265712,,5.369651241389347,23.423059463500977,20.777496337890625,25.172189712524414,19.620247698530356,,28.105340674413828,9.319999694824219,39.122664881321555,29.018984195768706,12.363498575658008,,,24.828766567338207,10.830861425406516,11.932686443381504,44.980680580468174,19.7463559518134,,5.435402185245033,23.423059463500977,20.777496337890625,25.53420493246421,19.837646359199855,,28.367058510187455,9.5,39.122664881321555,29.632992227512677,12.627429704565968,,,7411200,1067600,2004500,2199900,3599060,,15327100,0,0,694400,3866000,,2372600,612900,4200,1700375,4929400
2020-01-06,,,26.07221031188965,10.83086109161377,12.021625518798828,46.10087966918945,20.35932731628418,,5.961408615112305,23.423059463500977,20.777496337890625,25.896221160888672,19.837648391723633,,28.27419090270996,9.0600004196167,39.89509963989258,29.812471389770508,13.386229515075684,,,26.433210759024053,11.106941045741118,12.14762288882895,46.238751327369535,20.928512477106445,,6.063687937221316,23.423059463500977,20.777496337890625,25.896221160888672,20.109398041201636,,28.56967980020141,9.720000267028809,40.1667255911638,29.812471389770508,13.584177272954097,,,25.799454758525155,10.760070768797023,11.680692290277197,45.032371852954114,20.227977151511034,,5.71301682172292,23.423059463500977,20.777496337890625,24.424023727607068,19.52060799786487,,28.172877663066515,8.890000343322754,38.986849758197536,29.009537270894743,13.122299171237797,,,26.04814463549186,10.979519684889896,11.969744498254387,45.8854549978381,20.928512477106445,,5.917575117580501,23.423059463500977,20.777496337890625,25.172190692812936,20.109398041201636,,28.206648742947664,9.5,39.89509963989258,29.774685800117762,13.443964081146603,,,6424500,1162390,1375700,1166700,1585020,,8219900,0,0,398600,3778600,,2318600,492500,13500,1431857,1538400
2020-01-07,,,26.152429580688477,10.894572257995605,12.414441108703613,46.73855972290039,20.5782413482666,,6.012547492980957,23.423059463500977,20.777496337890625,26.145610809326172,19.928232192993164,,28.350175857543945,9.40999984741211,40.098819732666016,30.747655868530273,13.666655540466309,,,26.312874553500674,11.014914317029236,12.473733905214038,46.841962692498875,20.797158809418374,,6.034464936882679,23.423059463500977,20.777496337890625,26.161700784239937,20.199980122714226,,28.52746920626608,9.4399995803833,40.10730662679269,31.012151346218282,13.724390105023916,,,25.55076475793439,10.760070913988645,12.006803309400922,45.45462664249472,20.271756568612584,,5.902963060355676,23.423059463500977,20.777496337890625,25.711190693201317,19.53872556005676,,28.07156926333406,8.859999656677246,39.4961466324984,29.472408172322577,13.279008054758876,,,25.831542695297404,11.014914317029236,12.029037224559971,46.26462259740496,20.446891205617074,,5.997936560433974,23.423059463500977,20.777496337890625,25.89622080143622,19.864824457906995,,28.383943718785574,9.149999618530273,39.4961466324984,29.85026043208034,13.40272520354645,,,4388400,904427,1267400,1413800,997820,,4171600,0,0,512700,6505600,,2907100,381500,242000,1391002,1535100
2020-01-08,,,25.342185974121094,10.958282470703125,12.258798599243164,47.22110366821289,20.14040756225586,,5.917574882507324,23.423059463500977,20.777496337890625,25.751413345336914,19.58401870727539,,28.459924697875977,9.239999771118164,42.00019836425781,30.511497497558594,13.60892105102539,,,26.23265263328674,11.121099671133102,12.399618113755503,47.384828578938624,20.534459682643973,,6.012547688960438,23.423059463500977,20.777496337890625,26.153653499907836,19.864825141345644,,28.527466855969877,9.600000381469727,42.00019836425781,30.80433262402235,13.806868804807891,,,25.3341635727636,10.79546594817255,12.05868487190225,45.88547090036811,19.833922765310408,,5.82260103097293,23.423059463500977,20.777496337890625,25.42157807576713,19.574960212275542,,28.088452490121618,8.949999809265137,40.02242189334647,30.19032455641357,13.41097329724289,,,26.23265263328674,10.965361774156342,12.295856068609181,46.9625946304237,20.490675185818752,,6.012547688960438,23.423059463500977,20.777496337890625,26.153653499907836,19.82859116134625,,28.341729141799014,9.329999923706055,40.31951173724846,30.62485427699566,13.650159576465905,,,5799200,1055751,1961800,1793000,1032160,,4034200,0,0,357800,5574600,,3305500,398900,11400,2971775,1280600
2020-01-09,,,25.21383285522461,10.972440719604492,12.22914981842041,47.910457611083984,20.35932731628418,,5.939492225646973,23.423059463500977,20.777496337890625,25.687055587768555,19.4390811920166,,28.282634735107422,9.149999618530273,41.804969787597656,30.653194427490234,13.534690856933594,,,25.647031856242847,11.170652409381082,12.369970727303471,48.229288571382554,20.709594979081885,,6.027159922734786,23.423059463500977,20.777496337890625,26.041025806208655,19.75612155189013,,28.82295918191693,9.579999923706055,42.03415478210421,30.842120567377762,13.897595869775179,,,24.957122109418727,10.894572446745316,12.058683220833975,46.91950584657888,19.87770948871333,,5.881047094255097,23.423059463500977,20.777496337890625,25.502025491616997,19.20356727320526,,28.16443916494131,9.079999923706055,41.05799683195073,30.350913339765174,13.51819481699785,,,25.4304331207921,11.036151740943293,12.362558951714716,47.39343958500484,20.31554448476245,,5.939492225646973,23.423059463500977,20.777496337890625,26.041025806208655,19.611189112130397,,28.4177158468098,9.479999542236328,41.94078275789377,30.52094760175894,13.716142576779909,,,5539000,951521,2078500,1472000,1260820,,4495100,0,0,448800,3665000,,4280700,351800,4900,1469750,1287300
2020-01-10,,,25.39031982421875,11.206048011779785,12.221739768981934,48.2551383972168,20.4468936920166,,5.961408615112305,23.423059463500977,20.777496337890625,25.66292381286621,19.24886131286621,,27.98714256286621,9.149999618530273,40.36195373535156,31.31443214416504,13.658406257629395,,,25.51065278895486,11.319312129483833,12.399618167279966,48.97896560465986,21.366346472579007,,6.0563821220590555,23.423059463500977,20.777496337890625,25.783595562970728,19.59307548437689,,28.459924788682557,9.380000114440918,42.008689593245734,31.541145706322517,13.848107546251766,,,25.11756428808802,10.937045986444966,11.969745017980092,47.6519485098275,20.403109192337322,,5.866435108165555,23.423059463500977,20.777496337890625,25.526162086901216,19.11298734326282,,27.919600404556807,9.050000190734863,39.90358376018288,30.62485472051551,13.468706542155775,,,25.22185397961153,10.972441150333626,12.399618167279966,47.919076352175445,20.622026680110075,,6.00524280936499,23.423059463500977,20.777496337890625,25.783595562970728,19.475318504782283,,28.400827010455515,9.15999984741211,41.389039494571485,30.775995255049803,13.674902295448513,,,5039600,852111,1648000,1947100,1527220,,6308100,0,0,247700,4110000,,3979800,240200,44500,2937457,970100
2020-01-13,,,25.871654510498047,11.375944137573242,12.451497077941895,48.384395599365234,21.67283058166504,,6.136743545532227,23.423059463500977,20.777496337890625,25.48593521118164,19.538726806640625,,28.282634735107422,9.300000190734863,42.17845153808594,31.588380813598633,13.856355667114258,,,25.99198901138445,11.439654481331043,12.555260519586676,48.98758221275274,21.760397907955756,,6.18057773654811,23.423059463500977,20.777496337890625,26.00884861446884,19.556843797172892,,28.42615700728406,9.300000190734863,42.17845153808594,32.09847994535597,13.988320839323046,,,25.32614341088437,11.114020747249347,12.221737695820607,48.263754989567225,20.490675852259926,,5.924879798517255,23.423059463500977,20.777496337890625,25.421576850928126,19.212627887985057,,27.92804802460909,9.010000228881836,40.16672105194168,30.9649230476951,13.658407908801077,,,25.494610794055294,11.312232438016592,12.369970376083662,48.668754533230704,20.490675852259926,,5.9614081749103525,23.423059463500977,20.777496337890625,25.52615861093096,19.33944509397962,,27.92804802460909,9.100000381469727,40.37044211139105,31.418346542854472,13.815117140729866,,,5493100,780918,2010000,2402800,1494660,,7488300,0,0,328500,5032000,,4083200,309000,12100,2334543,1409400
2020-01-14,,,26.07221031188965,11.652024269104004,12.955489158630371,49.48737335205078,21.71661376953125,,6.290162563323975,23.423059463500977,20.777496337890625,26.1375675201416,19.97352409362793,,28.70475959777832,9.279999732971191,43.29042053222656,32.95808792114258,13.732637405395508,,,26.38507634599496,11.765287706656803,13.059252621613144,49.616629515643,22.110665909264654,,6.312080008566291,23.423059463500977,20.777496337890625,26.145610973224443,19.982582588839914,,28.797628452947453,9.699999809265137,44.181693248518094,32.95808792114258,14.004815747731318,,,25.65505457967139,11.290996045055307,12.347737589146275,48.18620603390789,21.322563300005704,,6.0490762394254824,23.423059463500977,20.777496337890625,25.333085648079454,19.339444978370825,,28.04623967288781,9.109999656677246,41.59275698194317,31.248308672416336,13.51819362459323,,,25.727254669098272,11.460891879283938,12.436677498324096,48.513652571119586,21.760398268505995,,6.100216248270014,23.423059463500977,20.777496337890625,25.51007076996693,19.475318951087967,,28.291071939457815,9.289999961853027,42.22089392028397,31.578929396147757,13.905842663144922,,,4732300,1323956,2529200,2077600,1167300,,4630700,0,0,399600,4690900,,4593400,333100,9100,1411123,1536000
2020-01-15,,,25.671098709106445,12.013051986694336,12.525612831115723,49.8751335144043,20.9722957611084,,6.392442226409912,23.423059463500977,20.777496337890625,26.789196014404297,19.656484603881836,,28.6794376373291,9.260000228881836,43.961002349853516,33.298152923583984,13.889348030090332,,,26.072209626436234,12.013051986694336,13.074071460545353,50.49555449042168,22.110666016655014,,6.392442226409912,23.423059463500977,20.777496337890625,27.23165960920792,20.08222349521707,,28.696323179293746,9.520000457763672,43.97797937544154,33.770468245762046,13.92233853724108,,,25.550765739930853,11.460890749363301,12.392203707860928,49.03928452513477,20.840943933754055,,6.224412650884603,23.423059463500977,20.777496337890625,26.18583572998596,19.529667403780795,,28.22353766604713,9.170000076293945,42.611359576952395,32.636915153009426,13.60892164013859,,,26.072209626436234,11.729892064929995,13.074071460545353,49.487368349943154,21.97931585950854,,6.319385465134006,23.423059463500977,20.777496337890625,26.18583572998596,20.01881575903217,,28.578124385541223,9.380000114440918,43.281937516515086,32.99587185348497,13.74913483511446,,,4687600,1384305,3665200,2245300,1971420,,3530300,0,0,531300,6394700,,3487900,259300,7500,2383058,1662500
